name,highway,oneway,length,lanes,speed_kph,maxspeed,travel_time,geometry
American Way,residential,False,221.305,,40.2,,19.8,"LINESTRING (619083.4768985419 4399453.875435636, 618861.7111686277 4399449.662251315)"
"['Palmer Hill Road', 'Old Clark Road']",residential,False,385.01900000000006,,40.2,,34.5,"LINESTRING (618752.8995338555 4399249.057146544, 618754.8510509561 4399252.007091011, 618754.5901499663 4399268.877743964, 618749.157331883 4399352.478861983, 618753.5853574899 4399361.561977706, 618766.4895629475 4399402.838106876, 618763.8229645093 4399464.41169693, 618751.2001490769 4399499.164848977, 618776.3731959814 4399474.253262239, 618799.0403926435 4399456.752273626, 618825.9543093883 4399446.755254587, 618861.7111686277 4399449.662251315)"
Old Clark Road,residential,False,211.36700000000002,,40.2,,18.9,"LINESTRING (618752.8995338555 4399249.057146544, 618745.8788341989 4399178.152610625, 618737.2964603018 4399140.051866382, 618726.8961196521 4399079.819419206, 618720.6089836083 4399040.721728411)"
Natures Way,residential,False,282.623,,40.2,,25.3,"LINESTRING (618752.8995338555 4399249.057146544, 618575.6462063504 4399238.857679247, 618570.2051789121 4399242.625974266, 618570.4838679199 4399260.659532475, 618564.7809834837 4399267.510076231, 618532.9738557225 4399266.319626604, 618526.0728108746 4399267.500909263, 618521.8560505501 4399272.476021617, 618520.5293627402 4399299.010945142)"
Clark Road,secondary,False,49.75,,72.4,45 mph,2.5,"LINESTRING (619251.439189615 4399891.972546068, 619265.3516768551 4399909.48527208, 619280.8570346034 4399932.040791529)"
Clark Road,secondary,False,631.8350000000002,,80.0,"['45 mph', '55 mph']",28.4,"LINESTRING (619251.439189615 4399891.972546068, 619246.6896143775 4399885.992613279, 619235.530677185 4399876.049712396, 619224.0853499514 4399867.989688482, 619210.2476606098 4399859.448463744, 619196.9068308983 4399852.025159392, 619184.6045579899 4399843.951893249, 619170.7650599504 4399835.521733189, 619129.5615810376 4399812.012585826, 619101.7057825851 4399795.482811227, 619011.89449344 4399745.020210778, 618993.6538941761 4399732.969593686, 618966.8876987551 4399712.46057507, 618946.9455030152 4399694.055691357, 618937.3300190516 4399684.026145214, 618927.9013601049 4399673.000345353, 618918.8223058145 4399661.535901616, 618910.2745477745 4399648.969519616, 618902.4105563632 4399636.524754959, 618895.0692685229 4399623.533004413, 618888.3277817979 4399610.550549337, 618882.3660710081 4399597.025085531, 618872.9361848029 4399569.457689829, 618869.1321299186 4399554.966483585, 618866.0992722325 4399540.487218718, 618863.6816986885 4399525.018320461, 618862.0370479542 4399509.450370733, 618860.9905066784 4399494.002698362, 618860.7141024645 4399462.025299137, 618861.7111686277 4399449.662251315)"
Old Clark Road,residential,False,387.599,,40.2,,34.7,"LINESTRING (619251.439189615 4399891.972546068, 619234.6041383863 4399903.701023167, 619224.922292731 4399905.160427655, 619210.1079720763 4399897.148022309, 619165.2257666979 4399871.028130739, 619153.3434393734 4399866.269769276, 619114.8041027965 4399861.086704786, 619060.5743103531 4399844.680823136, 618891.6863602678 4399780.004669954)"
Villa Falls,residential,False,25.055,,40.2,,2.2,"LINESTRING (619280.8570346034 4399932.040791529, 619298.404933012 4399914.150885399)"
Clark Road,secondary,False,368.33799999999997,,72.4,45 mph,18.3,"LINESTRING (619280.8570346034 4399932.040791529, 619286.9977584793 4399945.01429923, 619292.1959171032 4399957.973167055, 619296.192733641 4399971.02438993, 619299.0687252964 4399984.502271268, 619300.9078578855 4399998.51913254, 619302.061501061 4400012.525342444, 619302.2812274835 4400025.961949392, 619301.6337544577 4400040.051189206, 619299.7375797568 4400151.039854982, 619298.8347840201 4400165.014111419, 619295.8402380121 4400274.986565305, 619295.7587541172 4400296.223073815)"
Clark Road,secondary,False,49.75,,72.4,45 mph,2.5,"LINESTRING (619280.8570346034 4399932.040791529, 619265.3516768551 4399909.48527208, 619251.439189615 4399891.972546068)"
Lanser Drive,residential,False,108.109,,40.2,,9.7,"LINESTRING (619298.404933012 4399914.150885399, 619406.0793548817 4399926.227174725)"
Villa Falls,residential,False,259.577,,40.2,,23.2,"LINESTRING (619298.404933012 4399914.150885399, 619303.6391270896 4399655.07161999)"
Villa Falls,residential,False,25.055,,40.2,,2.2,"LINESTRING (619298.404933012 4399914.150885399, 619280.8570346034 4399932.040791529)"
Noffsinger Lane,residential,False,254.18300000000002,,40.2,,22.8,"LINESTRING (619543.8592905609 4400561.497510468, 619530.6612523359 4400561.514012333, 619385.8756715262 4400558.483609573, 619289.1439779494 4400556.979712373)"
Buschmann Road,residential,False,214.892,,40.2,,19.2,"LINESTRING (619283.8862820932 4400779.489550466, 619272.916227562 4400779.541106815, 619185.0309997711 4400776.954692374, 619133.5410840551 4400776.044294797, 619113.259365496 4400775.862738373, 619068.5570634424 4400775.4799856)"
Clark Road,secondary,False,408.927,,64.0,"['45 mph', '35 mph']",23.0,"LINESTRING (619283.8862820932 4400779.489550466, 619282.1360150577 4400870.053244974, 619280.9078202649 4400899.45399728, 619280.4645030181 4400927.978802802, 619278.9695151055 4400969.032330367, 619278.5004928459 4400990.940049646, 619276.4280350148 4401088.448510491, 619273.2121177426 4401152.012017757, 619272.3174297394 4401187.523972563)"
Clark Road,secondary,False,222.954,,72.4,45 mph,11.1,"LINESTRING (619283.8862820932 4400779.489550466, 619286.1022809095 4400675.499900215, 619286.2172212864 4400670.861124525, 619289.1439779494 4400556.979712373)"
Buschmann Road,residential,False,59.042,,40.2,,5.3,"LINESTRING (619068.5570634424 4400775.4799856, 619009.3905313443 4400774.45133653)"
Oak Knoll Road,residential,False,35.66,,40.2,,3.2,"LINESTRING (619068.5570634424 4400775.4799856, 619067.9963043 4400811.074801225)"
Buschmann Road,residential,False,214.892,,40.2,,19.2,"LINESTRING (619068.5570634424 4400775.4799856, 619113.259365496 4400775.862738373, 619133.5410840551 4400776.044294797, 619185.0309997711 4400776.954692374, 619272.916227562 4400779.541106815, 619283.8862820932 4400779.489550466)"
Pearson Road,tertiary,False,160.672,,56.3,35 mph,10.3,"LINESTRING (619272.3174297394 4401187.523972563, 619286.0985524097 4401188.515295727, 619338.3705771654 4401188.550837308, 619347.782419896 4401189.474328959, 619368.3637789689 4401194.013127088, 619379.0911149649 4401198.509707174, 619390.05991412 4401204.009224665, 619412.908769056 4401217.020818996, 619425.2695111791 4401223.929777996)"
Clark Road,secondary,False,406.438,,56.3,35 mph,26.0,"LINESTRING (619272.3174297394 4401187.523972563, 619270.083603613 4401248.54933086, 619271.9625825968 4401287.54596725, 619270.9700338664 4401390.00047012, 619271.7111166377 4401413.991952804, 619273.5503645433 4401438.999670777, 619279.8385529945 4401486.502255046, 619296.1161184586 4401591.445637262)"
Pearson Road,secondary,False,260.13,,40.2,25 mph,23.3,"LINESTRING (619272.3174297394 4401187.523972563, 619184.1234928685 4401183.045281446, 619149.6919369157 4401181.955537792, 619106.8455647816 4401181.956545557, 619061.6227696175 4401180.477686958, 619011.7547416441 4401180.14825667)"
Clark Road,secondary,False,408.92699999999996,,64.0,"['45 mph', '35 mph']",23.0,"LINESTRING (619272.3174297394 4401187.523972563, 619273.2121177426 4401152.012017757, 619276.4280350148 4401088.448510491, 619278.5004928459 4400990.940049646, 619278.9695151055 4400969.032330367, 619280.4645030181 4400927.978802802, 619280.9078202649 4400899.45399728, 619282.1360150577 4400870.053244974, 619283.8862820932 4400779.489550466)"
Gramercy Place,residential,False,335.459,,40.2,,30.0,"LINESTRING (619425.2695111791 4401223.929777996, 619438.02213612 4401186.937075902, 619432.4849374753 4401136.370835175, 619462.7016223515 4401062.525417973, 619473.1971036589 4400974.029507209, 619517.0398736994 4400911.775792251)"
Pearson Road,tertiary,False,160.672,,56.3,35 mph,10.3,"LINESTRING (619425.2695111791 4401223.929777996, 619412.908769056 4401217.020818996, 619390.05991412 4401204.009224665, 619379.0911149649 4401198.509707174, 619368.3637789689 4401194.013127088, 619347.782419896 4401189.474328959, 619338.3705771654 4401188.550837308, 619286.0985524097 4401188.515295727, 619272.3174297394 4401187.523972563)"
Pearson Road,tertiary,False,94.658,,56.3,35 mph,6.1,"LINESTRING (619425.2695111791 4401223.929777996, 619437.3169110472 4401228.946568099, 619450.0215170518 4401233.029950622, 619463.5299821193 4401235.016518103, 619477.1483044687 4401235.450561841, 619490.9604357677 4401234.444407713, 619500.586762041 4401232.595967912, 619504.6236974451 4401231.992720197, 619517.6171527765 4401228.53145903)"
Clark Road,secondary,False,228.934,,56.3,35 mph,14.6,"LINESTRING (619296.1161184586 4401591.445637262, 619318.923395962 4401742.618785747, 619324.034966658 4401776.481188625, 619330.2183595506 4401817.454347392)"
Clark Road,secondary,False,406.438,,56.3,35 mph,26.0,"LINESTRING (619296.1161184586 4401591.445637262, 619279.8385529945 4401486.502255046, 619273.5503645433 4401438.999670777, 619271.7111166377 4401413.991952804, 619270.9700338664 4401390.00047012, 619271.9625825968 4401287.54596725, 619270.083603613 4401248.54933086, 619272.3174297394 4401187.523972563)"
Susie Lane,residential,False,183.109,,40.2,,16.4,"LINESTRING (619011.7547416441 4401180.14825667, 619011.2850103108 4401362.943519067)"
Pearson Road,secondary,False,65.062,,40.2,25 mph,5.8,"LINESTRING (619011.7547416441 4401180.14825667, 618994.9612969871 4401179.99886464, 618964.0422872953 4401178.964419562, 618946.5651868995 4401178.69351767)"
Pearson Road,secondary,False,260.13,,40.2,25 mph,23.3,"LINESTRING (619011.7547416441 4401180.14825667, 619061.6227696175 4401180.477686958, 619106.8455647816 4401181.956545557, 619149.6919369157 4401181.955537792, 619184.1234928685 4401183.045281446, 619272.3174297394 4401187.523972563)"
Shadowbrook Way,residential,False,132.516,,40.2,,11.9,"LINESTRING (619330.2183595506 4401817.454347392, 619323.526131122 4401818.016380813, 619313.4705312748 4401819.969357978, 619281.5324097554 4401824.024535028, 619237.9795465099 4401831.118870661, 619198.9790751091 4401837.507043502)"
Clark Road,secondary,False,177.34099999999998,,56.3,35 mph,11.3,"LINESTRING (619330.2183595506 4401817.454347392, 619335.6176185604 4401855.950710408, 619349.2121702392 4401945.976118034, 619356.7997949237 4401992.499885418)"
Clark Road,secondary,False,228.934,,56.3,35 mph,14.6,"LINESTRING (619330.2183595506 4401817.454347392, 619324.034966658 4401776.481188625, 619318.923395962 4401742.618785747, 619296.1161184586 4401591.445637262)"
South Stoneridge Circle,residential,False,51.877,,40.2,,4.6,"LINESTRING (619066.0046092159 4401587.316491003, 619072.2179477316 4401535.900426194)"
Shadowbrook Way,residential,False,132.516,,40.2,,11.9,"LINESTRING (619198.9790751091 4401837.507043502, 619237.9795465099 4401831.118870661, 619281.5324097554 4401824.024535028, 619313.4705312748 4401819.969357978, 619323.526131122 4401818.016380813, 619330.2183595506 4401817.454347392)"
Elliott Road,tertiary,False,430.17699999999996,,48.3,30 mph,32.1,"LINESTRING (619356.7997949237 4401992.499885418, 619308.4892727443 4401991.526446513, 619180.0423999964 4401991.972522097, 619151.5252272114 4401990.974505887, 619100.4648865202 4401990.514764846, 619082.3934318351 4401990.012220361, 619066.8918674968 4401989.549600055, 618977.2900560487 4401988.048579546, 618951.4301458437 4401986.981497034, 618925.7260739707 4401986.916081891)"
Clark Road,secondary,False,200.25100000000003,,56.3,35 mph,12.8,"LINESTRING (619356.7997949237 4401992.499885418, 619358.0616227532 4401999.513681475, 619364.9009168405 4402028.040822931, 619374.1863701825 4402059.048441551, 619377.3102866656 4402067.534456613, 619381.4465979452 4402077.035393317, 619395.4060163422 4402105.00725626, 619400.6645221867 4402113.97057684, 619411.3779693122 4402130.834509825, 619435.2887240441 4402168.464541929, 619438.6460512644 4402172.957552369)"
Clark Road,secondary,False,177.341,,56.3,35 mph,11.3,"LINESTRING (619356.7997949237 4401992.499885418, 619349.2121702392 4401945.976118034, 619335.6176185604 4401855.950710408, 619330.2183595506 4401817.454347392)"
Elliott Road,residential,False,313.99700000000007,,40.2,,28.1,"LINESTRING (619356.7997949237 4401992.499885418, 619410.2328267009 4401994.663537621, 619420.4232764078 4401995.044182686, 619474.6849524323 4401996.266422966, 619484.4066731534 4401996.484428049, 619550.2815715204 4401997.510606118, 619639.9690780586 4401999.019657603, 619648.7015190767 4401999.488889375, 619671.4074270907 4401999.509961241)"
Elliott Road,tertiary,False,30.861,,48.3,30 mph,2.3,"LINESTRING (618925.7260739707 4401986.916081891, 618894.8086003026 4401985.992833748)"
Jaguar Court,residential,False,60.49,,40.2,,5.4,"LINESTRING (618925.7260739707 4401986.916081891, 618924.7901549619 4402047.295516274)"
Elliott Road,tertiary,False,430.177,,48.3,30 mph,32.1,"LINESTRING (618925.7260739707 4401986.916081891, 618951.4301458437 4401986.981497034, 618977.2900560487 4401988.048579546, 619066.8918674968 4401989.549600055, 619082.3934318351 4401990.012220361, 619100.4648865202 4401990.514764846, 619151.5252272114 4401990.974505887, 619180.0423999964 4401991.972522097, 619308.4892727443 4401991.526446513, 619356.7997949237 4401992.499885418)"
Maple Park Drive,residential,False,192.08900000000003,,40.2,,17.2,"LINESTRING (619438.6460512644 4402172.957552369, 619428.2084926784 4402177.45784477, 619416.4297408958 4402180.049958779, 619409.473924799 4402181.051877296, 619404.5912487012 4402180.975882253, 619398.8415985093 4402181.552508805, 619390.1024517321 4402181.527523648, 619374.7042008669 4402179.955688667, 619313.6123829363 4402180.004509863, 619299.2178878763 4402180.002696619, 619283.4597212456 4402179.535633719, 619258.0988985263 4402179.474418278, 619247.5746763624 4402178.533699163)"
Clark Road,secondary,False,285.714,,56.3,35 mph,18.3,"LINESTRING (619438.6460512644 4402172.957552369, 619472.0473289808 4402226.167057532, 619488.0582063929 4402251.662045371, 619492.0713568201 4402258.05261361, 619495.0738676416 4402263.317256047, 619514.3408858501 4402297.033997678, 619530.2315064543 4402327.478646246, 619550.4050281828 4402368.980926007, 619556.2022295875 4402381.838419743, 619575.6953784719 4402422.997120799)"
Clark Road,secondary,False,200.251,,56.3,35 mph,12.8,"LINESTRING (619438.6460512644 4402172.957552369, 619435.2887240441 4402168.464541929, 619411.3779693122 4402130.834509825, 619400.6645221867 4402113.97057684, 619395.4060163422 4402105.00725626, 619381.4465979452 4402077.035393317, 619377.3102866656 4402067.534456613, 619374.1863701825 4402059.048441551, 619364.9009168405 4402028.040822931, 619358.0616227532 4401999.513681475, 619356.7997949237 4401992.499885418)"
Lovely Lane,residential,False,200.79000000000002,,40.2,,18.0,"LINESTRING (619575.6953784719 4402422.997120799, 619585.0113469773 4402413.483710477, 619664.9150856319 4402415.728880584, 619757.4625785308 4402414.841692025, 619768.9323843251 4402404.58498826)"
Saxberg Drive,residential,False,96.334,,40.2,,8.6,"LINESTRING (619575.6953784719 4402422.997120799, 619560.3115383907 4402431.527819223, 619550.0386430426 4402436.474578389, 619533.9695950887 4402444.994649309, 619523.6638782307 4402452.050286071, 619514.3956481051 4402464.006921443, 619509.5357600729 4402473.478814029, 619505.1811839102 4402483.513674762)"
Clark Road,secondary,False,112.956,,56.3,35 mph,7.2,"LINESTRING (619575.6953784719 4402422.997120799, 619589.3722075296 4402452.519260165, 619623.9700244736 4402524.998841147)"
Clark Road,secondary,False,285.71400000000006,,56.3,35 mph,18.3,"LINESTRING (619575.6953784719 4402422.997120799, 619556.2022295875 4402381.838419743, 619550.4050281828 4402368.980926007, 619530.2315064543 4402327.478646246, 619514.3408858501 4402297.033997678, 619495.0738676416 4402263.317256047, 619492.0713568201 4402258.05261361, 619488.0582063929 4402251.662045371, 619472.0473289808 4402226.167057532, 619438.6460512644 4402172.957552369)"
Lovely Lane,residential,False,93.601,,40.2,,8.4,"LINESTRING (619768.9323843251 4402404.58498826, 619862.7441400717 4402405.051027939)"
"['Sunny Lane', 'Copeland Road']",residential,False,196.957,,40.2,,17.6,"LINESTRING (619768.9323843251 4402404.58498826, 619764.0498453449 4402404.508761195, 619762.9193478908 4402257.391213131, 619762.587957456 4402212.756492617)"
Lovely Lane,residential,False,200.79,,40.2,,18.0,"LINESTRING (619768.9323843251 4402404.58498826, 619757.4625785308 4402414.841692025, 619664.9150856319 4402415.728880584, 619585.0113469773 4402413.483710477, 619575.6953784719 4402422.997120799)"
Woodbrook Circle,residential,False,56.8,,40.2,,5.1,"LINESTRING (619505.1811839102 4402483.513674762, 619484.633559824 4402471.53664098, 619470.6452300416 4402461.993207561, 619465.9088874266 4402458.033792855, 619463.1288450456 4402454.992995469, 619458.8207841254 4402451.040255079)"
Saxberg Drive,residential,False,117.804,,40.2,,10.5,"LINESTRING (619505.1811839102 4402483.513674762, 619497.5639252251 4402499.492720823, 619493.7855635583 4402505.539891054, 619484.524356656 4402517.052594025, 619480.2683739945 4402520.760938854, 619473.6668075336 4402526.542108689, 619463.7981825008 4402533.049534733, 619447.7622709803 4402539.46093769, 619432.3553627818 4402543.994849301, 619413.966033156 4402547.483195635)"
Saxberg Drive,residential,False,96.334,,40.2,,8.6,"LINESTRING (619505.1811839102 4402483.513674762, 619509.5357600729 4402473.478814029, 619514.3956481051 4402464.006921443, 619523.6638782307 4402452.050286071, 619533.9695950887 4402444.994649309, 619550.0386430426 4402436.474578389, 619560.3115383907 4402431.527819223, 619575.6953784719 4402422.997120799)"
Brookwood Circle,residential,False,67.035,,40.2,,6.0,"LINESTRING (619623.9700244736 4402524.998841147, 619610.5806675408 4402532.006274827, 619591.5994032379 4402540.480813131, 619563.4572404837 4402554.030485601)"
Clark Road,secondary,False,89.315,,56.3,35 mph,5.7,"LINESTRING (619623.9700244736 4402524.998841147, 619639.2202857606 4402557.987206718, 619647.1101251259 4402573.985947706, 619650.8625310984 4402580.594584343, 619664.455754585 4402604.453624479)"
Clark Road,secondary,False,112.956,,56.3,35 mph,7.2,"LINESTRING (619623.9700244736 4402524.998841147, 619589.3722075296 4402452.519260165, 619575.6953784719 4402422.997120799)"
Brookwood Circle,residential,False,67.035,,40.2,,6.0,"LINESTRING (619563.4572404837 4402554.030485601, 619591.5994032379 4402540.480813131, 619610.5806675408 4402532.006274827, 619623.9700244736 4402524.998841147)"
Central Park Drive,residential,False,24.588,,40.2,,2.2,"LINESTRING (619664.455754585 4402604.453624479, 619650.1545300796 4402614.999362177, 619645.5351167141 4402620.034173502)"
Clark Road,secondary,False,107.16,,56.3,35 mph,6.9,"LINESTRING (619664.455754585 4402604.453624479, 619668.9721097593 4402611.518264173, 619674.0897811285 4402618.481269355, 619678.5516327231 4402623.546726799, 619682.3213029859 4402629.045462638, 619700.4766096964 4402651.532511838, 619707.884411776 4402659.974524244, 619731.0031520519 4402688.312092583)"
Clark Road,secondary,False,89.315,,56.3,35 mph,5.7,"LINESTRING (619664.455754585 4402604.453624479, 619650.8625310984 4402580.594584343, 619647.1101251259 4402573.985947706, 619639.2202857606 4402557.987206718, 619623.9700244736 4402524.998841147)"
Woodcraft Road,residential,False,77.388,,40.2,,6.9,"LINESTRING (619731.0031520519 4402688.312092583, 619797.1119611538 4402652.041926697, 619799.0102566923 4402651.183422417)"
Clark Road,secondary,False,135.51,,56.3,35 mph,8.7,"LINESTRING (619731.0031520519 4402688.312092583, 619751.6005837829 4402713.501847846, 619759.0939230701 4402721.945250327, 619808.7133010046 4402781.449102623, 619817.1018945919 4402792.904061587)"
Clark Road,secondary,False,107.16,,56.3,35 mph,6.9,"LINESTRING (619731.0031520519 4402688.312092583, 619707.884411776 4402659.974524244, 619700.4766096964 4402651.532511838, 619682.3213029859 4402629.045462638, 619678.5516327231 4402623.546726799, 619674.0897811285 4402618.481269355, 619668.9721097593 4402611.518264173, 619664.455754585 4402604.453624479)"
Woodcraft Road,residential,False,77.388,,40.2,,6.9,"LINESTRING (619799.0102566923 4402651.183422417, 619797.1119611538 4402652.041926697, 619731.0031520519 4402688.312092583)"
Rossi Way,residential,False,285.424,,40.2,,25.6,"LINESTRING (619817.1018945919 4402792.904061587, 619900.1200279165 4402749.127620607, 619927.2637770479 4402733.676250247, 619831.6059258993 4402604.842590473)"
Clark Road,secondary,False,219.50099999999998,,56.3,35 mph,14.0,"LINESTRING (619817.1018945919 4402792.904061587, 619835.4734840307 4402817.94827952, 619852.8403246717 4402846.973528768, 619925.4165744741 4402983.329048987)"
Clark Road,secondary,False,135.51,,56.3,35 mph,8.7,"LINESTRING (619817.1018945919 4402792.904061587, 619808.7133010046 4402781.449102623, 619759.0939230701 4402721.945250327, 619751.6005837829 4402713.501847846, 619731.0031520519 4402688.312092583)"
Rossi Way,residential,False,285.424,,40.2,,25.6,"LINESTRING (619831.6059258993 4402604.842590473, 619927.2637770479 4402733.676250247, 619900.1200279165 4402749.127620607, 619817.1018945919 4402792.904061587)"
Elk Lane,residential,False,438.838,,40.2,,39.3,"LINESTRING (619925.4165744741 4402983.329048987, 619485.7119380676 4402972.66969166)"
Rossi Lane,residential,False,313.21900000000005,,40.2,,28.0,"LINESTRING (619925.4165744741 4402983.329048987, 620052.8930478152 4402983.658016547, 620053.0077087994 4402976.332552686, 620055.0285923578 4402797.956565387)"
Clark Road,secondary,False,78.202,,56.3,35 mph,5.0,"LINESTRING (619925.4165744741 4402983.329048987, 619931.7369643624 4402995.528947264, 619942.8509694757 4403013.46578336, 619967.5679185849 4403049.04538483)"
Clark Road,secondary,False,219.501,,56.3,35 mph,14.0,"LINESTRING (619925.4165744741 4402983.329048987, 619852.8403246717 4402846.973528768, 619835.4734840307 4402817.94827952, 619817.1018945919 4402792.904061587)"
Elk Lane,residential,False,438.838,,40.2,,39.3,"LINESTRING (619485.7119380676 4402972.66969166, 619925.4165744741 4402983.329048987)"
Rossi Lane,residential,False,313.219,,40.2,,28.0,"LINESTRING (620055.0285923578 4402797.956565387, 620053.0077087994 4402976.332552686, 620052.8930478152 4402983.658016547, 619925.4165744741 4402983.329048987)"
Tahoe Way,residential,False,85.998,,40.2,,7.7,"LINESTRING (619967.5679185849 4403049.04538483, 619950.5192660079 4403059.991657224, 619945.1845842757 4403061.462494024, 619939.3585610659 4403061.482403567, 619923.1351450649 4403058.00916783, 619909.3186298062 4403054.018501136, 619887.9387535371 4403051.57491642, 619885.9774462814 4403050.989164067)"
Clark Road,secondary,False,216.831,,56.3,35 mph,13.9,"LINESTRING (619967.5679185849 4403049.04538483, 619972.0923986998 4403055.555260473, 619984.6935413165 4403071.517085364, 619998.1511406197 4403087.492333245, 620032.7671101918 4403130.998389833, 620039.2145412153 4403140.535920777, 620102.0678562998 4403219.011275317)"
Clark Road,secondary,False,78.202,,56.3,35 mph,5.0,"LINESTRING (619967.5679185849 4403049.04538483, 619942.8509694757 4403013.46578336, 619931.7369643624 4402995.528947264, 619925.4165744741 4402983.329048987)"
Tahoe Way,residential,False,117.156,,40.2,,10.5,"LINESTRING (619885.9774462814 4403050.989164067, 619882.9009357352 4403050.496999871, 619877.0291547336 4403047.962805158, 619870.6573387843 4403044.532648214, 619866.5298023485 4403040.027381169, 619863.7726859084 4403035.543533367, 619857.6137847739 4403029.452260071, 619854.5684841254 4403026.962253934, 619849.5514585673 4403024.552457441, 619845.198831887 4403023.485273454, 619838.1892672757 4403022.48759688, 619832.5345212638 4403022.510264754, 619826.7171422458 4403021.975301199, 619818.9980858633 4403022.520823139, 619795.102998103 4403022.036549934, 619778.7331254337 4403022.447000166)"
Tahoe Way,residential,False,85.998,,40.2,,7.7,"LINESTRING (619885.9774462814 4403050.989164067, 619887.9387535371 4403051.57491642, 619909.3186298062 4403054.018501136, 619923.1351450649 4403058.00916783, 619939.3585610659 4403061.482403567, 619945.1845842757 4403061.462494024, 619950.5192660079 4403059.991657224, 619967.5679185849 4403049.04538483)"
Tahoe Court,residential,False,67.575,,40.2,,6.1,"LINESTRING (619885.9774462814 4403050.989164067, 619883.3367747394 4403055.499666802, 619879.3170114988 4403060.543709764, 619867.3080578396 4403072.457086471, 619862.3849690442 4403080.484532492, 619858.4515420052 4403090.969864937, 619856.8931397024 4403097.495630961, 619855.5136395489 4403109.020047273)"
Clark Road,secondary,False,19.243,,56.3,35 mph,1.2,"LINESTRING (620355.224953421 4403565.074797502, 620368.5073920843 4403579.005264952)"
Armstrong Place,residential,False,155.92000000000002,,40.2,,14.0,"LINESTRING (620355.224953421 4403565.074797502, 620336.3203171889 4403577.500933464, 620306.3578272316 4403598.013462578, 620289.6280457294 4403610.518236492, 620257.4460040092 4403630.552054097, 620219.096180775 4403628.729524591)"
Clark Road,secondary,False,428.998,,56.3,35 mph,27.4,"LINESTRING (620355.224953421 4403565.074797502, 620344.3150914937 4403552.258475758, 620313.0592531501 4403510.502155689, 620309.164664601 4403505.378574294, 620267.1462967839 4403450.109105071, 620244.9510574688 4403420.518584264, 620220.1976927014 4403385.237154289, 620211.0772074183 4403372.460196769, 620203.5598622672 4403361.795540198, 620198.2548971965 4403354.274104775, 620154.7257044163 4403292.531433384, 620146.6131328195 4403281.024870657, 620109.5446553687 4403228.453973671, 620102.0678562998 4403219.011275317)"
Juniper Lane,residential,False,68.425,,40.2,,6.1,"LINESTRING (620368.5073920843 4403579.005264952, 620436.3417458598 4403568.968389431)"
Clark Road,secondary,False,19.243,,56.3,35 mph,1.2,"LINESTRING (620368.5073920843 4403579.005264952, 620355.224953421 4403565.074797502)"
Clark Road,secondary,False,561.282,,56.3,35 mph,35.9,"LINESTRING (620368.5073920843 4403579.005264952, 620385.2566630418 4403603.470409862, 620409.9083219744 4403637.49632464, 620426.7743467113 4403659.965056548, 620459.9434077296 4403708.002345268, 620476.6291169245 4403731.023465457, 620485.1938904934 4403742.037940321, 620501.7099035723 4403764.945436222, 620547.1324555093 4403825.232436686, 620589.482961196 4403881.452518016, 620606.0035960441 4403904.571276838, 620621.3338570134 4403926.028260349, 620646.0777578579 4403959.501384713, 620656.3699167558 4403973.940453118, 620669.2099786198 4403991.950058148, 620695.0878024914 4404034.988892964)"
Juniper Lane,residential,False,68.425,,40.2,,6.1,"LINESTRING (620436.3417458598 4403568.968389431, 620368.5073920843 4403579.005264952)"
Clark Road,secondary,False,561.2819999999999,,56.3,35 mph,35.9,"LINESTRING (620695.0878024914 4404034.988892964, 620669.2099786198 4403991.950058148, 620656.3699167558 4403973.940453118, 620646.0777578579 4403959.501384713, 620621.3338570134 4403926.028260349, 620606.0035960441 4403904.571276838, 620589.482961196 4403881.452518016, 620547.1324555093 4403825.232436686, 620501.7099035723 4403764.945436222, 620485.1938904934 4403742.037940321, 620476.6291169245 4403731.023465457, 620459.9434077296 4403708.002345268, 620426.7743467113 4403659.965056548, 620409.9083219744 4403637.49632464, 620385.2566630418 4403603.470409862, 620368.5073920843 4403579.005264952)"
Wagstaff Road,tertiary,False,154.33800000000002,,48.3,30 mph,11.5,"LINESTRING (620695.0878024914 4404034.988892964, 620554.4537246415 4404033.553544308, 620540.4069240618 4404033.44371825)"
Wagstaff Road,tertiary,False,348.733,,48.3,30 mph,26.0,"LINESTRING (620695.0878024914 4404034.988892964, 620758.8603395966 4404036.792368047, 620783.1088620337 4404037.485168735, 620805.9801482876 4404037.512432411, 620873.4509479757 4404039.463947626, 620882.0080083959 4404040.042930503, 620890.6612085011 4404039.957320443, 620925.85249274 4404040.956338189, 620935.3515962951 4404041.550238269, 620944.3473599994 4404041.470091969, 620982.1008522687 4404042.953863827, 621012.1747130832 4404042.540295497, 621044.4612197643 4404043.049934072)"
Clark Road,secondary,False,323.13399999999996,,56.3,35 mph,20.7,"LINESTRING (620695.0878024914 4404034.988892964, 620706.834626171 4404056.045502733, 620735.5153991916 4404111.451804127, 620744.2803337898 4404131.462349969, 620760.1427072884 4404174.010667331, 620792.2792469228 4404270.993026614, 620797.2915612141 4404284.505384284, 620812.233943472 4404331.036058366, 620813.4660318426 4404334.386065986)"
Rix Lane,residential,False,157.147,,40.2,,14.1,"LINESTRING (620540.4069240618 4404033.44371825, 620534.9439418114 4404190.228447489)"
Wagstaff Road,tertiary,False,49.395,,48.3,30 mph,3.7,"LINESTRING (620540.4069240618 4404033.44371825, 620490.9014364714 4404032.998650393)"
