y,x,street_count,lon,lat,highway,geometry
4405667.306289528,620814.4692144297,3,-121.588933,39.792391,,POINT (620814.4692144297 4405667.306289528)
4405664.232166674,620851.8583417424,1,-121.588497,39.792358,,POINT (620851.8583417424 4405664.232166674)
4405627.009302859,620814.6762801574,3,-121.588938,39.792028,,POINT (620814.6762801574 4405627.009302859)
4405714.26552235,620814.328393005,3,-121.588926,39.792814,,POINT (620814.328393005 4405714.26552235)
4405623.2759737335,620852.5042196658,1,-121.588497,39.791989,,POINT (620852.5042196658 4405623.275973734)
4405388.440812782,620815.5252350167,3,-121.588972,39.789879,,POINT (620815.5252350167 4405388.440812782)
4405319.543966121,621085.8018517286,3,-121.585829,39.78922,,POINT (621085.8018517286 4405319.543966121)
4405320.340924218,621009.7341099277,1,-121.586717,39.789238,,POINT (621009.7341099277 4405320.340924218)
4405356.668176162,621088.5555763642,3,-121.58579,39.789554,,POINT (621088.5555763642 4405356.668176162)
4405297.421313971,621083.9245153856,3,-121.585855,39.789021,,POINT (621083.9245153856 4405297.421313971)
4403058.595142339,621729.1942859854,3,-121.578736,39.768763,,POINT (621729.1942859854 4403058.595142339)
4403068.32388353,621698.6258810615,1,-121.579091,39.768855,,POINT (621698.6258810615 4403068.32388353)
4403060.66368963,621733.6164685353,3,-121.578684,39.768781,,POINT (621733.6164685353 4403060.66368963)
4402924.541778216,621606.9220352635,3,-121.580188,39.767573,,POINT (621606.9220352635 4402924.541778216)
4400452.505594628,615933.9861996871,3,-121.64684,39.746097,,POINT (615933.9861996871 4400452.505594628)
4400473.183916547,615907.9899801284,3,-121.6471397,39.7462868,,POINT (615907.9899801284 4400473.183916547)
4400512.336710346,616043.7448008311,3,-121.6455487,39.746621,,POINT (616043.7448008311 4400512.336710346)
4400314.023997213,615481.7799920066,3,-121.652141,39.744911,,POINT (615481.7799920066 4400314.023997213)
4399112.736142326,616884.388931599,4,-121.635988,39.733899,,POINT (616884.388931599 4399112.736142326)
4399436.130140041,616862.6672183783,1,-121.636184,39.736815,,POINT (616862.6672183783 4399436.130140041)
4399641.523458601,616805.1162960374,3,-121.636819,39.738673,,POINT (616805.1162960374 4399641.523458601)
4399076.531191199,616868.9113103881,3,-121.636175,39.733575,,POINT (616868.9113103881 4399076.531191199)
4399357.488814383,617121.5308741579,3,-121.6331778,39.7360711,,POINT (617121.5308741579 4399357.488814383)
4405459.086319064,620451.1017064416,3,-121.593214,39.790567,,POINT (620451.1017064416 4405459.086319064)
4405550.3392244065,620500.1979164615,1,-121.592624,39.791382,,POINT (620500.1979164615 4405550.339224407)
4405396.3223369,620589.8934024136,3,-121.591605,39.789982,,POINT (620589.8934024136 4405396.3223369)
4405150.746426672,620116.1775829309,1,-121.597181,39.787837,,POINT (620116.1775829309 4405150.746426672)
4402766.258102712,616724.5819258045,4,-121.637204,39.7668305,,POINT (616724.5819258045 4402766.258102712)
4402725.490547795,616641.2503058197,1,-121.6381839,39.7664747,,POINT (616641.2503058197 4402725.490547795)
4402970.974775256,616815.7907545166,3,-121.636103,39.768662,,POINT (616815.7907545166 4402970.974775256)
4402768.99327076,616849.5381170678,3,-121.635745,39.766838,,POINT (616849.5381170678 4402768.99327076)
4402582.013801828,616668.3807898567,1,-121.6378927,39.7651786,,POINT (616668.3807898567 4402582.013801828)
4400845.410166103,622579.9038323148,1,-121.569219,39.748706,,POINT (622579.9038323148 4400845.410166103)
4400846.110135141,622491.6231720712,3,-121.570249,39.748725,,POINT (622491.6231720712 4400846.110135141)
4400845.159216822,622452.9026275265,3,-121.570701,39.748722,,POINT (622452.9026275265 4400845.159216822)
4400587.0143703,622493.1870374244,1,-121.570279,39.746391,,POINT (622493.1870374244 4400587.0143703)
4401782.841565076,618140.9239819208,1,-121.620849,39.757777,,POINT (618140.9239819208 4401782.841565076)
4401803.663223469,618188.1586727524,3,-121.620294,39.757958,,POINT (618188.1586727524 4401803.663223469)
4404218.8904063245,620232.1150083516,3,-121.595998,39.779427,,POINT (620232.1150083516 4404218.890406325)
4404220.958648032,620300.2675279463,3,-121.595202,39.779436,,POINT (620300.2675279463 4404220.958648032)
4404347.004844931,620231.9903783037,1,-121.595976,39.780581,,POINT (620231.9903783037 4404347.004844931)
4404180.592761831,620232.3729479092,3,-121.596002,39.779082,,POINT (620232.3729479092 4404180.592761831)
4404223.4074945925,620321.9009542736,1,-121.594949,39.779455,,POINT (620321.9009542736 4404223.407494592)
4404347.586150555,620283.2047884426,1,-121.595378,39.780579,,POINT (620283.2047884426 4404347.586150555)
4400475.672111968,621240.745737053,3,-121.5849136,39.7455672,,POINT (621240.745737053 4400475.672111968)
4400298.627411198,621288.3908633406,3,-121.5843903,39.7439657,,POINT (621288.3908633406 4400298.627411198)
4400250.55554989,621161.1080676212,1,-121.5858843,39.7435508,,POINT (621161.1080676212 4400250.55554989)
4400466.471168821,621285.1818456023,3,-121.5843968,39.745478,,POINT (621285.1818456023 4400466.471168821)
4402836.30518741,622146.4514413555,1,-121.573907,39.766701,,POINT (622146.4514413555 4402836.30518741)
4402868.357342175,622144.3988609796,3,-121.573925,39.76699,,POINT (622144.3988609796 4402868.357342175)
4402857.244912809,621976.3085509125,3,-121.575889,39.766914,,POINT (621976.3085509125 4402857.244912809)
4402982.59622217,622172.2230150015,1,-121.573579,39.768015,,POINT (622172.2230150015 4402982.59622217)
4399210.779460406,617764.6327127477,1,-121.625701,39.734661,,POINT (617764.6327127477 4399210.779460406)
4399235.437030809,617881.1679841705,3,-121.624337,39.734867,,POINT (617881.1679841705 4399235.437030809)
4399358.819052997,617970.6432769571,3,-121.623271,39.735966,,POINT (617970.6432769571 4399358.819052997)
4398771.205170945,617601.479039524,1,-121.627683,39.730724,,POINT (617601.479039524 4398771.205170945)
4399358.774226825,617924.3593001103,3,-121.623811,39.735972,,POINT (617924.3593001103 4399358.774226825)
4399358.837166361,617834.446128143,1,-121.62486,39.735985,,POINT (617834.446128143 4399358.837166361)
4399452.5195781775,617920.1768642556,1,-121.623843,39.736817,,POINT (617920.1768642556 4399452.519578177)
4403734.293351578,620330.6474085953,3,-121.5949365,39.7750481,,POINT (620330.6474085953 4403734.293351578)
4403771.086623818,620213.9517850373,3,-121.596292,39.775396,,POINT (620213.9517850373 4403771.086623818)
4403780.739676706,620363.6275143609,3,-121.594543,39.7754618,,POINT (620363.6275143609 4403780.739676706)
4403721.550886031,620214.7283695686,3,-121.596292,39.7749497,,POINT (620214.7283695686 4403721.550886031)
4403821.889198785,620218.2095032728,3,-121.596233,39.775853,,POINT (620218.2095032728 4403821.889198785)
4405353.515341657,621015.462573875,1,-121.586644,39.789536,,POINT (621015.462573875 4405353.515341657)
4405379.468962104,621091.1929848179,3,-121.585755,39.789759,,POINT (621091.1929848179 4405379.468962104)
4403855.288691116,620017.2504476125,3,-121.5985728,39.7761822,,POINT (620017.2504476125 4403855.288691116)
4403842.249246544,620037.4484198067,3,-121.5983394,39.7760619,,POINT (620037.4484198067 4403842.249246544)
4403919.336450268,619961.9635135448,3,-121.5992065,39.7767669,,POINT (619961.9635135448 4403919.336450268)
4404017.923612721,619961.3890573799,3,-121.5991952,39.777655,,POINT (619961.3890573799 4404017.923612721)
4402426.34922521,619256.1461245334,1,-121.607717,39.763418,,POINT (619256.1461245334 4402426.34922521)
4402691.981728306,619253.9014285702,4,-121.607695,39.765811,,POINT (619253.9014285702 4402691.981728306)
4399283.544550051,616344.7666356621,1,-121.6422534,39.7355114,,POINT (616344.7666356621 4399283.544550051)
4399287.426540572,616238.2361663912,3,-121.6434956,39.7355609,,POINT (616238.2361663912 4399287.426540572)
4403773.797431419,621960.4468595458,1,-121.575904,39.775172,,POINT (621960.4468595458 4403773.797431419)
4403658.8245086735,621963.2178249637,4,-121.575893,39.774136,,POINT (621963.2178249637 4403658.824508674)
4403585.596918234,621966.0958416486,1,-121.575873,39.773476,,POINT (621966.0958416486 4403585.596918234)
4403652.2534390455,621647.3832821768,3,-121.579581,39.774122,,POINT (621647.3832821768 4403652.253439046)
4403677.519071779,622395.8458219564,3,-121.5708394,39.7742423,,POINT (622395.8458219564 4403677.519071779)
4401150.53853706,620649.1308747734,1,-121.591693,39.75173,,POINT (620649.1308747734 4401150.53853706)
4401053.024938392,620477.0457635572,3,-121.593719,39.750876,,POINT (620477.0457635572 4401053.024938392)
4402174.694032591,622568.4392786939,3,-121.569105,39.760681,,POINT (622568.4392786939 4402174.694032591)
4402259.156548527,622497.4297959446,1,-121.569918,39.761452,,POINT (622497.4297959446 4402259.156548527)
4402370.591724545,622642.9113179994,3,-121.5681993,39.7624348,,POINT (622642.9113179994 4402370.591724545)
4401981.29480368,622550.253196442,3,-121.5693533,39.7589416,,POINT (622550.253196442 4401981.29480368)
4404843.516199642,620763.7296649918,3,-121.589677,39.784978,,POINT (620763.7296649918 4404843.516199642)
4404905.010829054,620699.6352237349,1,-121.590414,39.785541,,POINT (620699.6352237349 4404905.010829054)
4404802.386732121,620449.9447119469,1,-121.593348,39.784652,,POINT (620449.9447119469 4404802.386732121)
4404847.999041324,620822.7594794324,3,-121.588987,39.78501,,POINT (620822.7594794324 4404847.999041324)
4404021.004977911,620037.682429858,4,-121.598304,39.777672,,POINT (620037.682429858 4404021.004977911)
4403828.827611329,620059.4685176447,3,-121.5980848,39.7759379,,POINT (620059.4685176447 4403828.827611329)
4403793.142699099,620134.3923105013,3,-121.5972167,39.7756059,,POINT (620134.3923105013 4403793.142699099)
4403661.062306544,620155.5993068776,3,-121.5969933,39.7744132,,POINT (620155.5993068776 4403661.062306544)
4403717.313250921,620158.2729957612,3,-121.5969518,39.7749195,,POINT (620158.2729957612 4403717.313250921)
4400666.533935592,620750.4089745057,1,-121.5906,39.747356,,POINT (620750.4089745057 4400666.533935592)
4400618.080949584,620789.6505133623,3,-121.590151,39.746914,,POINT (620789.6505133623 4400618.080949584)
4400662.336922338,620787.0686853922,1,-121.590173,39.747313,,POINT (620787.0686853922 4400662.336922338)
4400618.230322494,620827.3561681161,4,-121.589711,39.74691,,POINT (620827.3561681161 4400618.230322494)
4400663.855950113,620827.1521484834,1,-121.589705,39.747321,,POINT (620827.1521484834 4400663.855950113)
4400578.48859935,620827.5532558525,1,-121.589716,39.746552,,POINT (620827.5532558525 4400578.48859935)
4400617.393390272,620887.0165781761,3,-121.589015,39.746894,,POINT (620887.0165781761 4400617.393390272)
4403779.672492894,617679.2447382489,3,-121.6258795,39.7758275,,POINT (617679.2447382489 4403779.672492894)
4403853.205205153,617678.1590627977,1,-121.625879,39.77649,,POINT (617678.1590627977 4403853.205205153)
4403780.033166664,617586.243627116,4,-121.6269651,39.7758436,,POINT (617586.243627116 4403780.033166664)
4403787.075133584,618012.8308975362,3,-121.621984,39.775848,,POINT (618012.8308975362 4403787.075133584)
4400989.0988195175,617658.9464455298,3,-121.626616,39.750694,,POINT (617658.9464455298 4400989.098819518)
4401018.988468515,617617.1838816082,3,-121.627098,39.750969,,POINT (617617.1838816082 4401018.988468515)
4400938.81056193,617659.1175281362,3,-121.626623,39.750241,,POINT (617659.1175281362 4400938.81056193)
4401034.035855678,617657.3149034103,4,-121.626627,39.751099,,POINT (617657.3149034103 4401034.035855678)
4402697.1449832525,619457.3015277549,3,-121.60532,39.765829,,POINT (619457.3015277549 4402697.144983253)
4402763.510062105,619455.7539439474,1,-121.605326,39.766427,,POINT (619455.7539439474 4402763.510062105)
4402620.034173502,619645.5351167141,3,-121.603137,39.765108,,POINT (619645.5351167141 4402620.034173502)
4406165.02472632,621075.697448429,3,-121.585791,39.796837,,POINT (621075.697448429 4406165.02472632)
4406222.035464405,621100.4022311158,3,-121.585492,39.797347,,POINT (621100.4022311158 4406222.035464405)
4406166.536453865,621115.1528051313,3,-121.58533,39.796845,,POINT (621115.1528051313 4406166.536453865)
4406074.493868051,621142.8133346807,3,-121.585024,39.796012,,POINT (621142.8133346807 4406074.493868051)
4405189.421768368,621078.3505441953,3,-121.58594,39.788049,,POINT (621078.3505441953 4405189.421768368)
4405190.339284658,621002.8791584229,1,-121.586821,39.788068,,POINT (621002.8791584229 4405190.339284658)
4405255.96164457,621080.8109805547,3,-121.585899,39.788648,,POINT (621080.8109805547 4405255.96164457)
4405184.722734338,621078.1678279921,3,-121.585943,39.7880067,,POINT (621078.1678279921 4405184.722734338)
4404955.194725998,621037.7686220615,3,-121.586457,39.785945,,POINT (621037.7686220615 4404955.194725998)
4404955.237915205,620977.212157582,1,-121.587164,39.785954,,POINT (620977.212157582 4404955.237915205)
4405059.571811044,621060.0169359124,3,-121.586178,39.786882,,POINT (621060.0169359124 4405059.571811044)
4400501.048036445,619290.5273985191,3,-121.607665,39.746071,,POINT (619290.5273985191 4400501.048036445)
4400556.979712373,619289.1439779494,3,-121.607671,39.746575,,POINT (619289.1439779494 4400556.979712373)
4400623.164793383,618862.3717682878,3,-121.6126389,39.7472308,,POINT (618862.3717682878 4400623.164793383)
4400296.223073815,619295.7587541172,3,-121.6076411,39.7442253,,POINT (619295.7587541172 4400296.223073815)
4400496.55370634,621411.3564984957,1,-121.582919,39.745731,,POINT (621411.3564984957 4400496.55370634)
4400495.703653921,621287.3595731745,3,-121.584366,39.745741,,POINT (621287.3595731745 4400495.703653921)
4400522.560912199,621286.7638045684,3,-121.584368,39.745983,,POINT (621286.7638045684 4400522.560912199)
4402159.5041235555,619130.3149699774,3,-121.609234,39.761032,,POINT (619130.3149699774 4402159.504123555)
4402150.411036689,619066.623158393,1,-121.609979,39.760959,,POINT (619066.623158393 4402150.411036689)
4402178.533699163,619247.5746763624,3,-121.607862,39.761187,,POINT (619247.5746763624 4402178.533699163)
4402249.965577019,619121.9701231989,3,-121.609315,39.761848,,POINT (619121.9701231989 4402249.965577019)
4401957.885410965,619671.885305844,3,-121.60295,39.75914,,POINT (619671.885305844 4401957.885410965)
4401999.509961241,619671.4074270907,4,-121.602948,39.759515,,POINT (619671.4074270907 4401999.509961241)
4401953.259572308,619610.1789937082,3,-121.603671,39.759107,,POINT (619610.1789937082 4401953.259572308)
4401793.817026471,619672.9876773001,3,-121.602967,39.757662,,POINT (619672.9876773001 4401793.817026471)
4401929.700274449,619594.4375566269,1,-121.603859,39.758897,,POINT (619594.4375566269 4401929.700274449)
4401969.3668695595,619603.6729398882,1,-121.603744,39.759253,,POINT (619603.6729398882 4401969.36686956)
4401440.942486119,616954.6841473067,1,-121.634754,39.754861,,POINT (616954.6841473067 4401440.942486119)
4401328.495294596,616999.2428428743,3,-121.634254,39.753842,,POINT (616999.2428428743 4401328.495294596)
4401312.699467327,616959.3122070994,3,-121.6347228,39.7537052,,POINT (616959.3122070994 4401312.699467327)
4401366.964298288,617075.7767999585,3,-121.633354,39.754178,,POINT (617075.7767999585 4401366.964298288)
4405342.04897937,622209.9164753692,3,-121.5727,39.789262,,POINT (622209.9164753692 4405342.04897937)
4405082.5532873655,622228.2722550803,4,-121.572534,39.786922,,POINT (622228.2722550803 4405082.553287365)
4405814.368387414,622010.2022442248,1,-121.574944,39.793545,,POINT (622010.2022442248 4405814.368387414)
4405817.938267802,621913.62608689,3,-121.576071,39.793591,,POINT (621913.62608689 4405817.938267802)
4404000.9653137205,619051.4325467709,3,-121.609821,39.77763,,POINT (619051.4325467709 4404000.965313721)
4404062.880205877,619049.2719475221,1,-121.609835,39.778188,,POINT (619049.2719475221 4404062.880205877)
4403995.453480409,618760.4414073065,3,-121.613219,39.777621,,POINT (618760.4414073065 4403995.453480409)
4404003.254112501,619105.8775354308,3,-121.609185,39.777643,,POINT (619105.8775354308 4404003.254112501)
4402623.06245053,622447.5801535586,3,-121.570432,39.764737,,POINT (622447.5801535586 4402623.06245053)
4402725.226911681,622323.9445984762,1,-121.571856,39.765675,,POINT (622323.9445984762 4402725.226911681)
4402734.953157432,622453.4193456708,1,-121.570343,39.765744,,POINT (622453.4193456708 4402734.953157432)
4402497.010799423,622458.7600206882,3,-121.570325,39.7636,,POINT (622458.7600206882 4402497.010799423)
4402214.56070561,619828.3632566297,3,-121.601077,39.76143,,POINT (619828.3632566297 4402214.56070561)
4402110.981347503,619828.4387872794,1,-121.601095,39.760497,,POINT (619828.4387872794 4402110.981347503)
4402212.756492617,619762.587957456,3,-121.601845,39.761423,,POINT (619762.587957456 4402212.756492617)
4402405.051027939,619862.7441400717,3,-121.600641,39.763141,,POINT (619862.7441400717 4402405.051027939)
4401331.743267665,621607.0635998026,3,-121.580481,39.753226,,POINT (621607.0635998026 4401331.743267665)
4401331.380823622,621584.1894359771,1,-121.580748,39.753226,,POINT (621584.1894359771 4401331.380823622)
4401411.775120477,621606.2238142088,1,-121.580476,39.753947,,POINT (621606.2238142088 4401411.775120477)
4401215.505052864,621543.9496484394,3,-121.581239,39.752188,,POINT (621543.9496484394 4401215.505052864)
4402947.944707087,620154.3755425033,1,-121.597138,39.76799,,POINT (620154.3755425033 4402947.944707087)
4403219.839984055,620147.8886370132,3,-121.597164,39.77044,,POINT (620147.8886370132 4403219.839984055)
4403219.011275317,620102.0678562998,4,-121.597699,39.770439,traffic_signals,POINT (620102.0678562998 4403219.011275317)
4403222.584333117,620337.092036026,3,-121.594955,39.770438,,POINT (620337.0920360259 4403222.584333117)
4403712.705961852,620137.7256038121,1,-121.5971925,39.7748809,,POINT (620137.7256038121 4403712.705961852)
4403628.729524591,620219.096180775,3,-121.596258,39.774113,,POINT (620219.096180775 4403628.729524591)
4404825.812999805,622307.9987456307,1,-121.571651,39.784598,,POINT (622307.9987456307 4404825.812999805)
4405084.961184334,622302.6646318354,3,-121.571665,39.786933,,POINT (622302.6646318354 4405084.961184334)
4402183.6938008685,617807.3908969925,1,-121.6246697,39.7614339,,POINT (617807.3908969925 4402183.693800868)
4402228.683618207,617984.0154272391,3,-121.6226002,39.7618147,,POINT (617984.0154272391 4402228.683618207)
4400701.230029635,620556.3548203877,3,-121.592858,39.747696,,POINT (620556.3548203877 4400701.230029635)
4400601.777568333,620557.6597626465,3,-121.592861,39.7468,,POINT (620557.6597626465 4400601.777568333)
4400704.355736532,620613.9810969408,1,-121.592185,39.747716,,POINT (620613.9810969408 4400704.355736532)
4400692.899686346,620478.3281705414,3,-121.59377,39.747632,,POINT (620478.3281705414 4400692.899686346)
4400613.316064422,620479.4059350147,4,-121.593772,39.746915,,POINT (620479.4059350147 4400613.316064422)
4400599.780301771,620609.3168613977,1,-121.5922586,39.7467747,,POINT (620609.3168613977 4400599.780301771)
4404390.477487059,620030.6130530826,3,-121.598319,39.781001,,POINT (620030.6130530826 4404390.477487059)
4404392.322631996,620084.6340161549,1,-121.597688,39.78101,,POINT (620084.6340161549 4404392.322631996)
4404433.87674259,620030.0192258238,3,-121.598318,39.781392,,POINT (620030.0192258238 4404433.87674259)
4404356.512562754,620031.0591661648,3,-121.59832,39.780695,,POINT (620031.0591661648 4404356.512562754)
4404178.159858248,620183.4136190779,1,-121.596574,39.779067,,POINT (620183.4136190779 4404178.159858248)
4404028.551072123,620235.870799512,3,-121.595989,39.777712,,POINT (620235.870799512 4404028.551072123)
4404474.338009371,620867.0233063219,3,-121.588539,39.781638,,POINT (620867.0233063219 4404474.338009371)
4404470.58056004,620804.7242149928,1,-121.589267,39.781613,,POINT (620804.7242149928 4404470.58056004)
4404540.449131032,620891.5922227588,4,-121.58824,39.78223,,POINT (620891.5922227588 4404540.449131032)
4404334.386065986,620813.4660318426,4,-121.58919,39.780385,,POINT (620813.4660318426 4404334.386065986)
4401682.328381092,618196.5826585168,1,-121.6202175,39.7568639,,POINT (618196.5826585168 4401682.328381092)
4401642.4632338,618115.922622882,3,-121.621166,39.756516,,POINT (618115.9226228819 4401642.4632338)
4401657.0039246,618021.957452232,3,-121.62226,39.75666,,POINT (618021.957452232 4401657.0039246)
4401576.556342773,618053.442563885,1,-121.621907,39.755931,,POINT (618053.442563885 4401576.556342773)
4401705.016207095,618039.8128756525,3,-121.622043,39.75709,,POINT (618039.8128756525 4401705.016207095)
4401504.9579227595,617960.1154236991,4,-121.623009,39.755299,,POINT (617960.1154236991 4401504.957922759)
4401594.8737691445,619495.0309778459,3,-121.60508,39.755895,,POINT (619495.0309778459 4401594.873769145)
4401593.465512119,619433.1002502005,4,-121.605803,39.755891,,POINT (619433.1002502005 4401593.465512119)
4401653.874090039,619505.3372590967,1,-121.604949,39.756425,,POINT (619505.3372590967 4401653.874090039)
4401599.038743311,619676.7967638995,4,-121.602958,39.755907,,POINT (619676.7967638995 4401599.038743311)
4400583.22462719,616851.1547927839,3,-121.6361146,39.7471492,,POINT (616851.1547927839 4400583.22462719)
4400943.599222614,616852.7810912817,1,-121.6360316,39.7503951,,POINT (616852.7810912817 4400943.599222614)
4400877.713723256,617149.3800172618,3,-121.6325822,39.7497609,,POINT (617149.3800172618 4400877.713723256)
4400484.918285643,616721.9430634945,3,-121.6376398,39.7462814,,POINT (616721.9430634945 4400484.918285643)
4400247.524590472,620409.6420780272,3,-121.594653,39.74363,,POINT (620409.6420780272 4400247.524590472)
4400281.81960973,620409.0184489436,1,-121.594654,39.743939,,POINT (620409.0184489436 4400281.81960973)
4400247.3851539185,620485.6636506745,3,-121.593766,39.743618,,POINT (620485.6636506745 4400247.385153919)
4400245.161671581,620336.8308178147,1,-121.595503,39.743619,,POINT (620336.8308178147 4400245.161671581)
4402614.611086051,622216.9823941602,3,-121.573125,39.764694,,POINT (622216.9823941602 4402614.611086051)
4402688.814797229,622059.2669233758,3,-121.574952,39.765385,,POINT (622059.2669233758 4402688.814797229)
