y,x,street_count,lon,lat,highway,geometry
4403776.731961488,618220.6375841693,1,-121.61956,39.775726,,POINT (618220.6375841693 4403776.731961488)
4404133.203233725,618428.7158577266,3,-121.6170667,39.778908,,POINT (618428.7158577266 4404133.203233725)
4403990.115737975,618379.3752481184,3,-121.6176685,39.777626,,POINT (618379.3752481184 4403990.115737975)
4404261.130080592,618603.2552525576,1,-121.615006,39.780036,,POINT (618603.2552525576 4404261.130080592)
4404140.513297681,618757.7662578472,4,-121.613224,39.778928,,POINT (618757.7662578472 4404140.513297681)
4399797.560332393,621023.6057654353,1,-121.587572,39.73949,,POINT (621023.6057654353 4399797.560332393)
4400000.487667375,620895.7890179437,4,-121.589026,39.741336,,POINT (620895.7890179437 4400000.487667375)
4399998.593009973,620838.9094333522,1,-121.58969,39.741327,,POINT (620838.9094333522 4399998.593009973)
4399877.715018678,620868.4957924626,1,-121.589367,39.740234,,POINT (620868.4957924626 4399877.715018678)
4400065.757402655,620895.1897233429,4,-121.589021,39.741924,,POINT (620895.1897233429 4400065.757402655)
4400148.145337743,620486.364163075,3,-121.593776,39.742724,,POINT (620486.364163075 4400148.145337743)
4400153.613515124,620650.746329675,1,-121.591857,39.74275,,POINT (620650.746329675 4400153.613515124)
4400179.120023195,620486.3922521126,3,-121.59377,39.743003,,POINT (620486.3922521126 4400179.120023195)
4400112.951633891,620486.3165770435,3,-121.593783,39.742407,,POINT (620486.3165770435 4400112.951633891)
4402565.84418496,621558.3742166839,1,-121.580821,39.764349,,POINT (621558.3742166839 4402565.84418496)
4402567.269439021,621325.8197584939,1,-121.583535,39.764395,,POINT (621325.8197584939 4402567.269439021)
4402536.194743426,621459.7990810774,3,-121.581977,39.764096,,POINT (621459.7990810774 4402536.194743426)
4403077.079412336,621767.6251825201,3,-121.578284,39.768924,,POINT (621767.6251825201 4403077.079412336)
4403213.019957057,621679.9666315624,3,-121.579282,39.770161,,POINT (621679.9666315624 4403213.019957057)
4402940.668849665,621902.5010186852,4,-121.576735,39.767676,,POINT (621902.5010186852 4402940.668849665)
4403144.039962701,621684.6592759064,3,-121.57924,39.769539,,POINT (621684.6592759064 4403144.039962701)
4402928.922373825,621561.102288465,3,-121.580722,39.767619,,POINT (621561.102288465 4402928.922373825)
4402864.704858752,621607.0996450606,1,-121.580197,39.767034,,POINT (621607.0996450606 4402864.704858752)
4403040.469361644,621559.3343938196,3,-121.580722,39.768624,,POINT (621559.3343938196 4403040.469361644)
4402864.108467972,621562.4722007317,1,-121.580718,39.767035,,POINT (621562.4722007317 4402864.108467972)
4404819.284167148,620021.749277678,3,-121.5983441,39.7848647,,POINT (620021.749277678 4404819.284167148)
4404578.591702244,620026.5542666181,3,-121.598332,39.782696,,POINT (620026.5542666181 4404578.591702244)
4403142.5942606805,621558.4868468095,3,-121.580713,39.769544,,POINT (621558.4868468095 4403142.59426068)
4403076.176655533,621619.7676897304,1,-121.58001,39.768937,,POINT (621619.7676897304 4403076.176655533)
4403118.501169619,621502.3248187384,3,-121.581373,39.769335,,POINT (621502.3248187384 4403118.501169619)
4403992.301748334,617692.0428178216,3,-121.625692,39.777741,,POINT (617692.0428178216 4403992.301748334)
4404094.062737182,617761.578103658,3,-121.624862,39.778648,,POINT (617761.578103658 4404094.062737182)
4403980.753379844,617821.9959963175,3,-121.624177,39.777619,,POINT (617821.9959963175 4403980.753379844)
4402505.449141916,616904.8987904794,3,-121.6351457,39.7644565,,POINT (616904.8987904794 4402505.449141916)
4402598.32458985,616907.7071882572,1,-121.6350964,39.7652927,,POINT (616907.7071882572 4402598.32458985)
4402496.175502821,616832.5147802131,3,-121.6359922,39.7643829,,POINT (616832.5147802131 4402496.175502821)
4398518.28915884,618876.6929933099,3,-121.612852,39.728269,,POINT (618876.6929933099 4398518.28915884)
4398315.604145099,618587.2352261109,3,-121.6162652,39.7264836,,POINT (618587.2352261109 4398315.604145099)
4398683.490024048,618892.9003423563,3,-121.6126331,39.7297548,,POINT (618892.9003423563 4398683.490024048)
4398940.44035935,618902.2174701316,3,-121.612478,39.732068,,POINT (618902.2174701316 4398940.44035935)
4399040.721728411,618720.6089836083,3,-121.6145786,39.7329966,,POINT (618720.6089836083 4399040.721728411)
4399243.483245619,618878.4112393255,3,-121.612701,39.734801,,POINT (618878.4112393255 4399243.483245619)
4399246.539894398,619075.6951670181,1,-121.6103988,39.734801,,POINT (619075.6951670181 4399246.539894398)
4399351.157447412,618869.6815898041,3,-121.6127834,39.7357721,,POINT (618869.6815898041 4399351.157447412)
4399449.662251315,618861.7111686277,4,-121.6128586,39.7366605,,POINT (618861.7111686277 4399449.662251315)
4399453.875435636,619083.4768985419,1,-121.6102705,39.7366675,,POINT (619083.4768985419 4399453.875435636)
4399249.057146544,618752.8995338555,3,-121.6141643,39.7348687,,POINT (618752.8995338555 4399249.057146544)
4399891.972546068,619251.439189615,3,-121.6082315,39.7405902,,POINT (619251.439189615 4399891.972546068)
4399932.040791529,619280.8570346034,3,-121.607881,39.740947,,POINT (619280.8570346034 4399932.040791529)
4399914.150885399,619298.404933012,3,-121.6076795,39.7407834,,POINT (619298.404933012 4399914.150885399)
4400561.497510468,619543.8592905609,1,-121.604698,39.74658,,POINT (619543.8592905609 4400561.497510468)
4400779.489550466,619283.8862820932,3,-121.607692,39.74858,,POINT (619283.8862820932 4400779.489550466)
4400775.4799856,619068.5570634424,3,-121.6102054,39.748574,,POINT (619068.5570634424 4400775.4799856)
4401187.5239725625,619272.3174297394,4,-121.607753,39.752257,traffic_signals,POINT (619272.3174297394 4401187.523972563)
4401223.929777996,619425.2695111791,3,-121.6059615,39.7525635,,POINT (619425.2695111791 4401223.929777996)
4401591.445637262,619296.1161184586,4,-121.607402,39.755892,traffic_signals,POINT (619296.1161184586 4401591.445637262)
4401180.14825667,619011.7547416441,3,-121.610795,39.752227,,POINT (619011.7547416441 4401180.14825667)
4401817.454347392,619330.2183595506,3,-121.606963,39.757923,,POINT (619330.2183595506 4401817.454347392)
4401587.316491003,619066.0046092159,3,-121.6100882,39.755887,,POINT (619066.0046092159 4401587.316491003)
4401837.507043502,619198.9790751091,1,-121.608491,39.758122,,POINT (619198.9790751091 4401837.507043502)
4401992.4998854175,619356.7997949237,4,-121.606621,39.759496,traffic_signals,POINT (619356.7997949237 4401992.499885418)
4401986.916081891,618925.7260739707,3,-121.611653,39.759506,,POINT (618925.7260739707 4401986.916081891)
4402172.957552369,619438.6460512644,3,-121.605633,39.76111,,POINT (619438.6460512644 4402172.957552369)
4402422.997120799,619575.6953784719,4,-121.603988,39.763343,,POINT (619575.6953784719 4402422.997120799)
4402404.58498826,619768.9323843251,3,-121.601736,39.76315,,POINT (619768.9323843251 4402404.58498826)
4402483.513674762,619505.1811839102,3,-121.6048,39.763898,,POINT (619505.1811839102 4402483.513674762)
4402524.998841147,619623.9700244736,3,-121.603406,39.764255,,POINT (619623.9700244736 4402524.998841147)
4402554.030485601,619563.4572404837,1,-121.604107,39.764525,,POINT (619563.4572404837 4402554.030485601)
4402604.4536244795,619664.455754585,3,-121.602919,39.764965,traffic_signals,POINT (619664.455754585 4402604.453624479)
4402688.312092583,619731.0031520519,3,-121.602127,39.765711,,POINT (619731.0031520519 4402688.312092583)
4402651.183422417,619799.0102566923,1,-121.60134,39.765367,,POINT (619799.0102566923 4402651.183422417)
4402792.904061587,619817.1018945919,3,-121.601103,39.766641,,POINT (619817.1018945919 4402792.904061587)
4402604.842590473,619831.6059258993,1,-121.600968,39.764945,,POINT (619831.6059258993 4402604.842590473)
4402983.3290489875,619925.4165744741,4,-121.599804,39.768341,,POINT (619925.4165744741 4402983.329048987)
4402972.66969166,619485.7119380676,1,-121.6049383,39.7683068,,POINT (619485.7119380676 4402972.66969166)
4402797.956565387,620055.0285923578,1,-121.598325,39.766653,,POINT (620055.0285923578 4402797.956565387)
4403049.04538483,619967.5679185849,3,-121.5993,39.768927,,POINT (619967.5679185849 4403049.04538483)
4403050.9891640665,619885.9774462814,3,-121.600252,39.768956,,POINT (619885.9774462814 4403050.989164067)
4403565.074797502,620355.224953421,3,-121.5946806,39.7735204,,POINT (620355.224953421 4403565.074797502)
4403579.005264952,620368.5073920843,3,-121.594523,39.773644,,POINT (620368.5073920843 4403579.005264952)
4403568.968389431,620436.3417458598,1,-121.593733,39.773544,,POINT (620436.3417458598 4403568.968389431)
4404034.988892964,620695.0878024914,4,-121.590627,39.777705,traffic_signals,POINT (620695.0878024914 4404034.988892964)
4404033.44371825,620540.4069240618,3,-121.592433,39.777713,,POINT (620540.4069240618 4404033.44371825)
4404043.049934072,621044.4612197643,3,-121.586547,39.777728,,POINT (621044.4612197643 4404043.049934072)
4404333.137682854,620924.4135945858,1,-121.587895,39.780358,,POINT (620924.4135945858 4404333.137682854)
4404338.293326843,620744.3637166849,3,-121.589996,39.78043,,POINT (620744.3637166849 4404338.293326843)
4404539.507731934,620810.7475318628,3,-121.589184,39.782233,,POINT (620810.7475318628 4404539.507731934)
4404517.935574286,621167.3333409835,1,-121.585025,39.781988,,POINT (621167.3333409835 4404517.935574286)
4404707.98894446,621278.8496617767,1,-121.583688,39.783684,,POINT (621278.8496617767 4404707.98894446)
4405065.407811193,621197.4796044294,1,-121.584572,39.786915,,POINT (621197.4796044294 4405065.407811193)
4405251.166935346,620868.4786447305,3,-121.588379,39.788635,,POINT (620868.4786447305 4405251.166935346)
4405321.018309916,621620.6495122942,3,-121.579584,39.789157,,POINT (621620.6495122942 4405321.018309916)
4405456.818373179,621103.2460300777,3,-121.5856,39.790454,,POINT (621103.2460300777 4405456.818373179)
4405466.616823153,621105.0610571366,3,-121.585577,39.790542,,POINT (621105.0610571366 4405466.616823153)
4405461.199272526,621387.1797363769,1,-121.582284,39.790453,,POINT (621387.1797363769 4405461.199272526)
4405514.378694759,621113.5560383268,3,-121.585469,39.790971,,POINT (621113.5560383268 4405514.378694759)
4405486.519904358,620987.4973968109,1,-121.586946,39.790738,,POINT (620987.4973968109 4405486.519904358)
4405513.932451254,621239.8047192849,1,-121.583995,39.790949,,POINT (621239.8047192849 4405513.932451254)
4405585.411072579,621126.3079304779,3,-121.585307,39.791609,,POINT (621126.3079304779 4405585.411072579)
4405693.431030032,621147.2105158009,3,-121.585043,39.792579,,POINT (621147.2105158009 4405693.431030032)
4405606.191177319,621359.104146757,1,-121.582585,39.791763,,POINT (621359.104146757 4405606.191177319)
4405697.32276218,621301.9926062789,1,-121.583235,39.792592,,POINT (621301.9926062789 4405697.32276218)
4405794.66835171,621167.4488972926,3,-121.584788,39.793488,,POINT (621167.4488972926 4405794.66835171)
4405796.697072327,621274.6412045849,1,-121.583536,39.793491,,POINT (621274.6412045849 4405796.697072327)
4405992.2958632205,621168.1777921268,3,-121.584743,39.795268,,POINT (621168.1777921268 4405992.29586322)
4405997.48456554,621404.8054730056,1,-121.581979,39.795281,,POINT (621404.8054730056 4405997.48456554)
4406255.452282659,621114.4324067832,3,-121.585322,39.797646,,POINT (621114.4324067832 4406255.452282659)
4400214.455066499,615224.0314836159,3,-121.655166,39.744049,,POINT (615224.0314836159 4400214.455066499)
4400088.691526435,615225.1992289589,3,-121.6551744,39.742916,,POINT (615225.1992289589 4400088.691526435)
4406574.965253199,621492.849962481,4,-121.580844,39.80047,,POINT (621492.8499624809 4406574.965253199)
4406537.600458644,621502.9479170582,3,-121.580733,39.800132,,POINT (621502.9479170582 4406537.600458644)
4399888.00889182,615227.4742005379,4,-121.655183,39.741108,,POINT (615227.4742005379 4399888.00889182)
4400501.472518814,616154.8629115553,3,-121.644254,39.746508,,POINT (616154.8629115553 4400501.472518814)
4400492.0175673375,616190.3138357403,3,-121.643842,39.746418,,POINT (616190.3138357403 4400492.017567337)
4400604.200941178,616227.7880101075,1,-121.6433849,39.7474234,,POINT (616227.7880101075 4400604.200941178)
4400407.945151478,616166.1336355504,4,-121.644139,39.745664,,POINT (616166.1336355504 4400407.945151478)
4400461.637674756,616310.1524637191,3,-121.642449,39.746128,,POINT (616310.1524637191 4400461.637674756)
4400585.699873988,616324.8808259096,3,-121.6422552,39.7472435,,POINT (616324.8808259096 4400585.699873988)
4400471.013281068,616680.6760877607,4,-121.6381238,39.7461618,traffic_signals,POINT (616680.6760877607 4400471.013281068)
4400720.079256366,616670.4370996546,3,-121.6381991,39.7484067,,POINT (616670.4370996546 4400720.079256366)
4400389.194319046,616671.207264649,3,-121.6382488,39.7454261,,POINT (616671.207264649 4400389.194319046)
4401145.5968604665,617015.4078176819,3,-121.6340979,39.7521923,,POINT (617015.4078176819 4401145.596860467)
4400933.019876422,617194.2966105341,3,-121.6320482,39.7502529,,POINT (617194.2966105341 4400933.019876422)
4400885.745719211,617273.3178973204,1,-121.6311345,39.7498162,,POINT (617273.3178973204 4400885.745719211)
4401084.487483741,617305.2008764074,3,-121.630727,39.751602,,POINT (617305.2008764074 4401084.487483741)
4401098.876858624,617315.4697044935,3,-121.6306046,39.7517302,,POINT (617315.4697044935 4401098.876858624)
4401132.874497207,617246.0020869735,1,-121.6314092,39.752046,,POINT (617246.0020869735 4401132.874497207)
4401243.054151677,617416.317705148,3,-121.629402,39.753015,,POINT (617416.317705148 4401243.054151677)
4401334.481029614,617478.2437620384,3,-121.628663,39.75383,traffic_signals,POINT (617478.2437620384 4401334.481029614)
4401265.138140866,617431.0014072105,3,-121.6292267,39.7532119,,POINT (617431.0014072105 4401265.138140866)
4401431.496628229,617549.8512546811,3,-121.62781,39.754694,,POINT (617549.8512546811 4401431.496628229)
4401259.5229755975,617650.7731048528,4,-121.626663,39.753131,,POINT (617650.7731048528 4401259.522975598)
4401455.484278596,617572.1056231828,3,-121.627546,39.754907,,POINT (617572.1056231828 4401455.484278596)
4401385.454172845,617653.2126188199,4,-121.626612,39.754265,,POINT (617653.2126188199 4401385.454172845)
4401518.96686248,617433.0896171731,3,-121.629157,39.755498,,POINT (617433.0896171731 4401518.96686248)
4401519.458247268,617631.8782581582,3,-121.626837,39.755475,,POINT (617631.8782581582 4401519.458247268)
4401473.05395971,617653.6690080158,3,-121.626591,39.755054,,POINT (617653.6690080158 4401473.05395971)
4401547.049102714,617657.418689806,3,-121.626534,39.75572,,POINT (617657.418689806 4401547.049102714)
4401608.106659042,617697.0981658822,4,-121.62606,39.7562645,,POINT (617697.0981658822 4401608.106659042)
4401612.4608578095,617609.6391723473,3,-121.6270799,39.7563158,,POINT (617609.6391723473 4401612.46085781)
4401728.719346276,617614.7720718315,3,-121.6269992,39.7573623,,POINT (617614.7720718315 4401728.719346276)
4402135.793621558,617955.0442161923,3,-121.622955,39.760982,,POINT (617955.0442161923 4402135.793621558)
4402112.870796261,617720.2864458952,1,-121.625699,39.760808,,POINT (617720.2864458952 4402112.870796261)
4402219.3177776225,617981.391985655,3,-121.6226325,39.7617307,,POINT (617981.3919856549 4402219.317777622)
4402416.007057675,618142.9123147909,3,-121.620712,39.76348,,POINT (618142.9123147909 4402416.007057675)
4402598.319839335,618137.0887263309,1,-121.6207472,39.765123,turning_circle,POINT (618137.0887263309 4402598.319839335)
4402511.961482845,618277.0189138735,3,-121.6191295,39.7643257,,POINT (618277.0189138735 4402511.961482845)
4402303.880504159,618019.6754577929,3,-121.6221705,39.7624871,traffic_signals,POINT (618019.6754577929 4402303.880504159)
4403186.68371523,618602.5953312791,3,-121.6152077,39.770358,,POINT (618602.5953312791 4403186.68371523)
4402810.451252844,618717.9650026921,3,-121.613929,39.766953,traffic_signals,POINT (618717.9650026921 4402810.451252844)
4402788.973380135,618836.5283408372,3,-121.612549,39.766743,,POINT (618836.5283408372 4402788.973380135)
4403042.542599599,618822.4047875478,3,-121.612668,39.769029,,POINT (618822.4047875478 4403042.542599599)
4403193.531849259,618851.3351693675,4,-121.612303,39.770385,traffic_signals,POINT (618851.3351693675 4403193.531849259)
4403189.512893417,618706.5292989938,3,-121.613994,39.770369,,POINT (618706.5292989938 4403189.512893417)
4403198.955027998,619115.0294384675,3,-121.609224,39.770397,,POINT (619115.0294384675 4403198.955027998)
4403303.094266307,618888.4709929817,3,-121.6118497,39.7713667,,POINT (618888.4709929817 4403303.094266307)
4403278.157988402,619066.561256898,1,-121.6097754,39.7711172,,POINT (619066.561256898 4403278.157988402)
4403399.308019322,618922.4545080115,4,-121.6114356,39.7722286,,POINT (618922.4545080115 4403399.308019322)
4403535.984363954,618970.501235453,3,-121.61085,39.773453,,POINT (618970.5012354529 4403535.984363954)
4403549.071170882,619201.9826559434,1,-121.6081455,39.7735385,,POINT (619201.9826559434 4403549.071170882)
4403667.585857069,619038.4649003489,3,-121.6100328,39.7746289,,POINT (619038.4649003489 4403667.585857069)
4403660.227925048,619079.3899378997,1,-121.6095564,39.7745569,turning_circle,POINT (619079.3899378997 4403660.227925048)
4403704.498904643,619065.5957834404,3,-121.6097094,39.7749576,,POINT (619065.5957834404 4403704.498904643)
4403726.034539366,619084.0561397132,3,-121.60949,39.775149,,POINT (619084.0561397132 4403726.034539366)
4403722.692889984,618568.22974243,3,-121.6155121,39.7751909,,POINT (618568.22974243 4403722.692889984)
4404008.005395273,619354.3069947965,4,-121.606284,39.777651,traffic_signals,POINT (619354.3069947965 4404008.005395273)
4404004.724879948,619179.095037723,3,-121.60833,39.777646,,POINT (619179.095037723 4404004.724879948)
4404175.444511654,619476.9346914873,3,-121.604822,39.779142,,POINT (619476.9346914873 4404175.444511654)
4404010.997558282,619510.763669081,3,-121.604457,39.777656,,POINT (619510.763669081 4404010.997558282)
4404175.367710567,619329.4302656442,1,-121.606544,39.779162,,POINT (619329.4302656442 4404175.367710567)
4404374.149138787,619618.08514032,3,-121.603138,39.780912,,POINT (619618.08514032 4404374.149138787)
4404341.522342635,619668.703997849,1,-121.602553,39.780611,,POINT (619668.703997849 4404341.522342635)
4404403.0041598445,619638.7922215669,3,-121.602891,39.781169,,POINT (619638.7922215669 4404403.004159844)
4404494.009323273,619508.716680434,4,-121.604393,39.782007,,POINT (619508.716680434 4404494.009323273)
4404545.524436587,619757.8563152209,3,-121.601475,39.782436,,POINT (619757.8563152209 4404545.524436587)
4404644.684388142,619702.259301484,3,-121.602106,39.783337,,POINT (619702.259301484 4404644.684388142)
4404655.030992693,619867.0680261266,3,-121.60018,39.783407,,POINT (619867.0680261266 4404655.030992693)
4404827.300485869,619879.1921673361,3,-121.600007,39.784957,,POINT (619879.1921673361 4404827.300485869)
4404751.361700218,619959.2836381437,3,-121.5990858,39.7842617,,POINT (619959.2836381437 4404751.361700218)
4404827.801870031,620032.5451797518,3,-121.5982165,39.7849399,,POINT (620032.5451797518 4404827.801870031)
4404871.50193829,620092.9736566443,3,-121.597503,39.785325,,POINT (620092.9736566443 4404871.50193829)
4404876.300021049,619966.9043449452,1,-121.598974,39.785386,,POINT (619966.9043449452 4404876.300021049)
4404811.371345511,620173.5728434487,1,-121.596573,39.784772,,POINT (620173.5728434487 4404811.371345511)
4404962.39323483,620175.8303609114,3,-121.596519,39.786132,,POINT (620175.8303609114 4404962.39323483)
4404929.610782364,620223.367028655,3,-121.59597,39.78583,,POINT (620223.367028655 4404929.610782364)
4405036.2725740615,620276.0735156266,3,-121.5953351,39.7867833,,POINT (620276.0735156266 4405036.272574062)
4404955.951587023,620356.8097412004,1,-121.5944072,39.7860484,,POINT (620356.8097412004 4404955.951587023)
4405553.476379881,620671.3525631661,3,-121.590625,39.791386,,POINT (620671.3525631661 4405553.476379881)
4405592.6123748,620604.4475597842,1,-121.591399,39.791748,,POINT (620604.4475597842 4405592.6123748)
4405699.552034701,620789.46686671,3,-121.589219,39.792685,,POINT (620789.46686671 4405699.552034701)
4405725.968881491,620634.0367237912,1,-121.591029,39.792945,,POINT (620634.0367237912 4405725.968881491)
4404023.090437519,620083.6586119893,3,-121.5977669,39.7776843,,POINT (620083.6586119893 4404023.090437519)
4404216.4271390345,620032.395778191,4,-121.59833,39.779433,,POINT (620032.395778191 4404216.427139034)
4404210.810611724,619907.5922695189,1,-121.599788,39.7794,,POINT (619907.5922695189 4404210.810611724)
4404275.486993578,620032.2420673682,3,-121.598321,39.779965,,POINT (620032.2420673682 4404275.486993578)
4404219.496111509,620143.276651321,1,-121.597035,39.779445,,POINT (620143.276651321 4404219.496111509)
4404310.440116614,620031.0952254063,3,-121.598328,39.78028,,POINT (620031.0952254063 4404310.440116614)
4404278.012470579,620179.2786119742,1,-121.596604,39.779967,,POINT (620179.2786119742 4404278.012470579)
4404308.604846239,619885.4191469516,1,-121.600029,39.780284,,POINT (619885.4191469516 4404308.604846239)
4404353.733070266,619796.5716399507,1,-121.601058,39.780703,,POINT (619796.5716399507 4404353.733070266)
4404558.382307021,620097.1939310655,1,-121.597511,39.782504,,POINT (620097.1939310655 4404558.382307021)
4403613.224762128,617596.8369016058,3,-121.6268713,39.7743396,,POINT (617596.8369016058 4403613.224762128)
4403607.619009768,617462.874744396,1,-121.6284361,39.7743076,,POINT (617462.874744396 4403607.619009768)
4403577.437935067,617600.803739276,3,-121.6268314,39.7740167,,POINT (617600.803739276 4403577.437935067)
4403475.187526324,619443.1022025902,3,-121.6053443,39.7728392,,POINT (619443.1022025902 4403475.187526324)
4403476.382134392,619513.3650691174,1,-121.6045239,39.7728401,,POINT (619513.3650691174 4403476.382134392)
4403787.050363805,619438.0990565674,3,-121.605346,39.775649,,POINT (619438.0990565674 4403787.050363805)
4403409.47320162,619445.09376915,1,-121.605333,39.772247,,POINT (619445.09376915 4403409.47320162)
4402686.543689704,620859.2206140113,4,-121.588959,39.7655357,,POINT (620859.2206140113 4402686.543689704)
4402773.988895924,620706.6247663794,1,-121.590724,39.766345,,POINT (620706.6247663794 4402773.988895924)
4401815.511654768,615989.1421327156,3,-121.645956,39.758367,,POINT (615989.1421327156 4401815.511654768)
4401710.605909325,616106.9168396852,4,-121.6446,39.757406,,POINT (616106.9168396852 4401710.605909325)
4401886.979049413,616046.0691487385,3,-121.645279,39.759003,,POINT (616046.0691487385 4401886.979049413)
4401414.026910202,615846.2850183188,3,-121.647694,39.75477,,POINT (615846.2850183188 4401414.026910202)
4402499.904447437,621460.6307205402,3,-121.581974,39.763769,,POINT (621460.6307205402 4402499.904447437)
4402495.300001103,621260.8135622736,1,-121.584307,39.763756,,POINT (621260.8135622736 4402495.300001103)
4402439.02164168,621471.8763118739,3,-121.581854,39.763219,,POINT (621471.8763118739 4402439.02164168)
4403308.527177809,618742.5527709645,3,-121.613552,39.771436,,POINT (618742.5527709645 4403308.527177809)
4403453.650404262,618786.9943652244,3,-121.613007,39.772737,,POINT (618786.9943652244 4403453.650404262)
4403308.365585501,618624.5037711122,1,-121.61493,39.771451,,POINT (618624.5037711122 4403308.365585501)
4403562.767321443,618786.0751517039,1,-121.612998,39.77372,,POINT (618786.0751517039 4403562.767321443)
4403923.39222854,619517.8685262367,1,-121.60439,39.7768659,,POINT (619517.8685262367 4403923.39222854)
4404005.548271787,619510.1633146979,3,-121.604465,39.777607,,POINT (619510.1633146979 4404005.548271787)
4404658.745903389,621632.3573591247,3,-121.57957,39.78319,,POINT (621632.3573591247 4404658.745903389)
4404708.751911039,621817.0925037065,1,-121.577404,39.783614,,POINT (621817.0925037065 4404708.751911039)
4404910.590216762,621628.5326160938,3,-121.579568,39.785459,,POINT (621628.5326160938 4404910.590216762)
4404624.554838109,621632.5572355362,3,-121.579574,39.782882,,POINT (621632.5572355362 4404624.554838109)
4402555.542590025,619866.6471991964,3,-121.600568,39.764496,,POINT (619866.6471991964 4402555.542590025)
4402001.445692963,619788.3358013663,3,-121.601583,39.759516,,POINT (619788.3358013663 4402001.445692963)
4401792.2376902625,619507.5522923567,1,-121.604898,39.757671,,POINT (619507.5522923567 4401792.237690262)
4401717.851267978,619777.8538860239,1,-121.601757,39.756963,,POINT (619777.8538860239 4401717.851267978)
4401436.770472316,619601.0924062306,1,-121.603871,39.754456,,POINT (619601.0924062306 4401436.770472316)
4401601.253897984,619790.2993435506,3,-121.601633,39.755911,,POINT (619790.2993435506 4401601.253897984)
4398272.078808197,616677.3016996627,4,-121.638553,39.726355,,POINT (616677.3016996627 4398272.078808197)
4398207.926144811,616678.2761417328,1,-121.638553,39.725777,,POINT (616678.2761417328 4398207.926144811)
4398274.509539629,616566.8527131864,3,-121.639841,39.726392,,POINT (616566.8527131864 4398274.509539629)
4398299.554895893,616870.7908221185,3,-121.636291,39.726576,,POINT (616870.7908221185 4398299.554895893)
4399043.023513245,618610.9251208612,1,-121.6158578,39.7330326,,POINT (618610.9251208612 4399043.023513245)
4399299.010945142,618520.5293627402,1,-121.6168663,39.735351,,POINT (618520.5293627402 4399299.010945142)
4404478.074378009,622239.7955813956,3,-121.572512,39.7814756,,POINT (622239.7955813956 4404478.074378009)
4404477.326860993,622289.6860641022,3,-121.5719297,39.7814617,,POINT (622289.6860641022 4404477.326860993)
4404473.319516067,622079.3486323609,3,-121.574386,39.7814558,,POINT (622079.3486323609 4404473.319516067)
4404478.139156031,622437.2616636168,3,-121.5702067,39.7814478,,POINT (622437.2616636168 4404478.139156031)
4402882.564680905,617633.9827813845,3,-121.6265685,39.767753,,POINT (617633.9827813845 4402882.564680905)
4402883.458716893,617708.1789052219,1,-121.6257023,39.7677508,,POINT (617708.1789052219 4402883.458716893)
4402976.044720628,617631.2897273876,3,-121.6265832,39.7685954,,POINT (617631.2897273876 4402976.044720628)
4402801.62223617,617633.2964940842,3,-121.626591,39.767024,,POINT (617633.2964940842 4402801.62223617)
4402558.17333257,619999.4067482634,1,-121.599018,39.764501,,POINT (619999.4067482634 4402558.17333257)
4402596.847598406,619867.0298937679,1,-121.600556,39.764868,,POINT (619867.0298937679 4402596.847598406)
4402161.209289009,616944.3912317,3,-121.634746,39.7613503,,POINT (616944.3912317 4402161.209289009)
4402219.028910207,616943.0557676107,3,-121.6347513,39.7618713,,POINT (616943.0557676107 4402219.028910207)
4402154.968305543,616945.0004475942,3,-121.63474,39.761294,,POINT (616945.0004475942 4402154.968305543)
4402125.464157362,616886.9986909686,1,-121.6354222,39.7610362,,POINT (616886.9986909686 4402125.464157362)
4403797.53699174,621391.8528604521,3,-121.582537,39.7754671,,POINT (621391.8528604521 4403797.53699174)
4403769.112214084,621334.1019176908,1,-121.5832164,39.7752193,,POINT (621334.1019176908 4403769.112214084)
4404049.526958758,621334.838682489,4,-121.583156,39.777745,,POINT (621334.838682489 4404049.526958758)
4403668.4583110865,621394.9242814371,1,-121.582525,39.774304,,POINT (621394.9242814371 4403668.458311087)
4400715.456230925,618791.518837561,3,-121.613449,39.748072,,POINT (618791.518837561 4400715.456230925)
4400770.9691616,618791.7737347783,3,-121.613436,39.748572,,POINT (618791.7737347783 4400770.9691616)
4400774.45133653,619009.3905313443,3,-121.610896,39.748573,,POINT (619009.3905313443 4400774.45133653)
4402621.08749109,619560.004531092,1,-121.6041351,39.7651295,,POINT (619560.004531092 4402621.08749109)
4402690.492550943,619136.6342404893,3,-121.609064,39.765814,,POINT (619136.6342404893 4402690.492550943)
4402894.971452403,619285.5290438408,1,-121.607289,39.767635,,POINT (619285.5290438408 4402894.971452403)
4402619.190261038,619156.2478303832,1,-121.608848,39.765169,,POINT (619156.2478303832 4402619.190261038)
4402689.975004981,619089.0064892054,3,-121.60962,39.765816,,POINT (619089.0064892054 4402689.975004981)
4402684.508582064,618851.083828546,3,-121.612398,39.7658,,POINT (618851.083828546 4402684.508582064)
4402540.447993949,618853.7442975779,3,-121.612393,39.764502,,POINT (618853.7442975779 4402540.447993949)
4402016.03554317,620381.4438872563,3,-121.5946583,39.7595638,,POINT (620381.4438872563 4402016.03554317)
4402115.155774935,620378.7661911729,1,-121.5946714,39.760457,,POINT (620378.7661911729 4402115.155774935)
4402015.650256723,620270.5146857083,3,-121.595953,39.759576,,POINT (620270.5146857083 4402015.650256723)
