name,highway,oneway,length,lanes,speed_kph,maxspeed,travel_time,geometry
Nunneley Road,tertiary,False,229.639,2,53.7,,15.4,"LINESTRING (619066.0046092159 4401587.316491003, 619099.6932161733 4401587.572861685, 619166.4309328654 4401588.986465589, 619189.5330534785 4401589.500700361, 619231.3466879549 4401590.194710435, 619247.2034042256 4401590.463318395, 619277.9494243229 4401591.496279289, 619296.1161184586 4401591.445637262)"
Skyway,trunk,False,36.618,4,72.4,45 mph,1.8,"LINESTRING (616154.8629115553 4400501.472518814, 616190.3138357403 4400492.017567337)"
Skyway,trunk,False,112.286,4,72.4,45 mph,5.6,"LINESTRING (616154.8629115553 4400501.472518814, 616142.1695085135 4400503.833828512, 616114.7026047244 4400511.233846094, 616090.5276114594 4400514.03215595, 616059.9145865899 4400513.569226536, 616043.7448008311 4400512.336710346)"
Skyway,trunk,False,36.618,4,72.4,45 mph,1.8,"LINESTRING (616190.3138357403 4400492.017567337, 616154.8629115553 4400501.472518814)"
Skyway,trunk,False,123.437,4,72.4,45 mph,6.1,"LINESTRING (616190.3138357403 4400492.017567337, 616205.1228826956 4400487.46803337, 616284.2755284981 4400467.018484177, 616299.7549858312 4400463.478434204, 616310.1524637191 4400461.637674756)"
Skyway,trunk,False,373.072,4,64.0,"['45 mph', '35 mph']",21.0,"LINESTRING (616310.1524637191 4400461.637674756, 616331.0331154019 4400457.957496271, 616362.0458432892 4400452.987743868, 616376.9877345773 4400450.993930861, 616391.8355403668 4400449.553803133, 616420.7465884483 4400447.549867008, 616435.4247365553 4400445.996233203, 616449.9146945069 4400445.549938817, 616494.908289477 4400445.455526998, 616525.6588551513 4400446.477352131, 616540.718249488 4400448.038173712, 616556.214463431 4400449.050574291, 616587.9551017859 4400452.030475987, 616615.9354731024 4400456.574226857, 616623.57532587 4400458.000293873, 616634.7276658572 4400460.068127375, 616648.9414227322 4400462.571058026, 616664.9677940906 4400466.478172184, 616680.6760877607 4400471.013281068)"
Skyway,trunk,False,123.437,4,72.4,45 mph,6.1,"LINESTRING (616310.1524637191 4400461.637674756, 616299.7549858312 4400463.478434204, 616284.2755284981 4400467.018484177, 616205.1228826956 4400487.46803337, 616190.3138357403 4400492.017567337)"
Neal Road,tertiary,False,92.92500000000001,2,56.3,35 mph,5.9,"LINESTRING (616680.6760877607 4400471.013281068, 616689.2635918491 4400459.70909262, 616692.7288862932 4400454.999151707, 616695.2199858159 4400442.214583588, 616693.6091634498 4400427.535880417, 616688.8322209744 4400412.542607771, 616683.3841542082 4400404.48878734, 616671.207264649 4400389.194319046)"
Skyway,trunk,False,373.07199999999995,4,64.0,"['45 mph', '35 mph']",21.0,"LINESTRING (616680.6760877607 4400471.013281068, 616664.9677940906 4400466.478172184, 616648.9414227322 4400462.571058026, 616634.7276658572 4400460.068127375, 616623.57532587 4400458.000293873, 616615.9354731024 4400456.574226857, 616587.9551017859 4400452.030475987, 616556.214463431 4400449.050574291, 616540.718249488 4400448.038173712, 616525.6588551513 4400446.477352131, 616494.908289477 4400445.455526998, 616449.9146945069 4400445.549938817, 616435.4247365553 4400445.996233203, 616420.7465884483 4400447.549867008, 616391.8355403668 4400449.553803133, 616376.9877345773 4400450.993930861, 616362.0458432892 4400452.987743868, 616331.0331154019 4400457.957496271, 616310.1524637191 4400461.637674756)"
Skyway,secondary,False,43.488,4,56.3,35 mph,2.8,"LINESTRING (616680.6760877607 4400471.013281068, 616688.1036686337 4400473.435337662, 616696.2104741961 4400475.712304118, 616715.0857119863 4400482.194018845, 616721.9430634945 4400484.918285643)"
Neal Road,tertiary,False,161.645,2,56.3,35 mph,10.3,"LINESTRING (616671.207264649 4400389.194319046, 616629.9634683601 4400350.033657052, 616604.0405080119 4400324.55006451, 616584.3920496551 4400303.491507968, 616556.8006496695 4400274.985299211)"
Neal Road,tertiary,False,92.92499999999998,2,56.3,35 mph,5.9,"LINESTRING (616671.207264649 4400389.194319046, 616683.3841542082 4400404.48878734, 616688.8322209744 4400412.542607771, 616693.6091634498 4400427.535880417, 616695.2199858159 4400442.214583588, 616692.7288862932 4400454.999151707, 616689.2635918491 4400459.70909262, 616680.6760877607 4400471.013281068)"
Skyway,secondary,False,187.816,4,56.3,35 mph,12.0,"LINESTRING (617194.2966105341 4400933.019876422, 617235.3318057868 4400991.053561497, 617243.6558177628 4401001.505316191, 617256.1651280361 4401018.460020595, 617301.4134624471 4401079.988905222, 617305.2008764074 4401084.487483741)"
Skyway,secondary,False,71.258,4,56.3,35 mph,4.6,"LINESTRING (617194.2966105341 4400933.019876422, 617165.4711650504 4400896.954378396, 617149.3800172618 4400877.713723256)"
Skyway,secondary,False,17.683,4,56.3,35 mph,1.1,"LINESTRING (617305.2008764074 4401084.487483741, 617315.4697044935 4401098.876858624)"
Skyway,secondary,False,187.816,4,56.3,35 mph,12.0,"LINESTRING (617305.2008764074 4401084.487483741, 617301.4134624471 4401079.988905222, 617256.1651280361 4401018.460020595, 617243.6558177628 4401001.505316191, 617235.3318057868 4400991.053561497, 617194.2966105341 4400933.019876422)"
Skyway,secondary,False,17.683,4,56.3,35 mph,1.1,"LINESTRING (617315.4697044935 4401098.876858624, 617305.2008764074 4401084.487483741)"
Skyway,secondary,False,176.14300000000003,4,56.3,35 mph,11.3,"LINESTRING (617315.4697044935 4401098.876858624, 617329.7820405415 4401118.945538965, 617347.948648629 4401146.977612295, 617359.7704091058 4401164.033010916, 617366.0752790932 4401172.011656988, 617371.9432898915 4401180.538713837, 617391.5278703833 4401205.484106942, 617397.9887334217 4401214.464324159, 617413.9647684817 4401240.020684132, 617416.317705148 4401243.054151677)"
Skyway,secondary,False,26.532,4,56.3,35 mph,1.7,"LINESTRING (617416.317705148 4401243.054151677, 617431.0014072105 4401265.138140866)"
Skyway,secondary,False,176.14300000000003,4,56.3,35 mph,11.3,"LINESTRING (617416.317705148 4401243.054151677, 617413.9647684817 4401240.020684132, 617397.9887334217 4401214.464324159, 617391.5278703833 4401205.484106942, 617371.9432898915 4401180.538713837, 617366.0752790932 4401172.011656988, 617359.7704091058 4401164.033010916, 617347.948648629 4401146.977612295, 617329.7820405415 4401118.945538965, 617315.4697044935 4401098.876858624)"
Skyway,secondary,False,83.945,4,56.3,35 mph,5.4,"LINESTRING (617478.2437620384 4401334.481029614, 617452.4332921315 4401296.45106661, 617443.5407782724 4401283.99204566, 617431.0014072105 4401265.138140866)"
Pearson Road,secondary,False,187.841,4,48.3,30 mph,14.0,"LINESTRING (617478.2437620384 4401334.481029614, 617524.7360315113 4401314.543673717, 617571.1513820842 4401294.050325406, 617617.1233246615 4401274.54960998, 617628.9486714993 4401268.957953966, 617640.5000092083 4401264.472289537, 617650.7731048528 4401259.522975598)"
Skyway,secondary,False,26.532,4,56.3,35 mph,1.7,"LINESTRING (617431.0014072105 4401265.138140866, 617416.317705148 4401243.054151677)"
Skyway,secondary,False,83.945,4,56.3,35 mph,5.4,"LINESTRING (617431.0014072105 4401265.138140866, 617443.5407782724 4401283.99204566, 617452.4332921315 4401296.45106661, 617478.2437620384 4401334.481029614)"
Pearson Road,secondary,False,187.841,4,48.3,30 mph,14.0,"LINESTRING (617650.7731048528 4401259.522975598, 617640.5000092083 4401264.472289537, 617628.9486714993 4401268.957953966, 617617.1233246615 4401274.54960998, 617571.1513820842 4401294.050325406, 617524.7360315113 4401314.543673717, 617478.2437620384 4401334.481029614)"
Pearson Road,secondary,False,87.725,4,48.3,30 mph,6.5,"LINESTRING (617650.7731048528 4401259.522975598, 617669.6541479588 4401252.041239239, 617714.9344294169 4401232.974556436, 617731.7594952265 4401225.461431875)"
Nunneley Road,tertiary,False,80.447,2,53.7,,5.4,"LINESTRING (619790.2993435506 4401601.253897984, 619870.8969104281 4401603.511720678)"
Nunneley Road,tertiary,False,113.289,2,53.7,,7.6,"LINESTRING (619790.2993435506 4401601.253897984, 619758.2718043966 4401599.976843529, 619730.3372525278 4401599.984991733, 619700.9619391654 4401598.971598443, 619676.7967638995 4401599.038743311)"
Pearson Road,secondary,False,148.36,4,48.3,30 mph,11.1,"LINESTRING (618213.2682955896 4401157.626755557, 618170.0112508477 4401157.03827489, 618152.4672656081 4401155.546958331, 618135.337967388 4401154.950207067, 618102.8989787956 4401152.452609529, 618064.7953664527 4401150.53410768)"
Pearson Road,secondary,False,207.268,4,44.0,"['30 mph', '25 mph']",17.0,"LINESTRING (618213.2682955896 4401157.626755557, 618264.9600471844 4401162.497521522, 618279.956080867 4401162.506595166, 618322.9429277342 4401164.501456586, 618347.52909831 4401164.991581894, 618407.4755693488 4401167.470509098, 618420.6724905381 4401167.452099619)"
Pearson Road,secondary,False,37.615,4,40.2,25 mph,3.4,"LINESTRING (618420.6724905381 4401167.452099619, 618458.3681948952 4401168.033862819)"
Pearson Road,secondary,False,207.268,4,44.0,"['30 mph', '25 mph']",17.0,"LINESTRING (618420.6724905381 4401167.452099619, 618407.4755693488 4401167.470509098, 618347.52909831 4401164.991581894, 618322.9429277342 4401164.501456586, 618279.956080867 4401162.506595166, 618264.9600471844 4401162.497521522, 618213.2682955896 4401157.626755557)"
Pearson Road,secondary,False,37.615,4,40.2,25 mph,3.4,"LINESTRING (618458.3681948952 4401168.033862819, 618420.6724905381 4401167.452099619)"
Neal Road,tertiary,False,45.085,2,56.3,35 mph,2.9,"LINESTRING (616556.8006496695 4400274.985299211, 616524.6804676141 4400243.324190719)"
Neal Road,tertiary,False,161.64499999999998,2,56.3,35 mph,10.3,"LINESTRING (616556.8006496695 4400274.985299211, 616584.3920496551 4400303.491507968, 616604.0405080119 4400324.55006451, 616629.9634683601 4400350.033657052, 616671.207264649 4400389.194319046)"
Neal Road,tertiary,False,64.761,2,56.3,35 mph,4.1,"LINESTRING (616097.6829967314 4399802.858227835, 616052.845316067 4399756.108574838)"
Neal Road,tertiary,False,85.13,2,56.3,35 mph,5.4,"LINESTRING (616097.6829967314 4399802.858227835, 616138.4626004611 4399846.449421638, 616156.2278549639 4399864.680628594)"
Neal Road,tertiary,False,64.761,2,56.3,35 mph,4.1,"LINESTRING (616052.845316067 4399756.108574838, 616097.6829967314 4399802.858227835)"
Neal Road,tertiary,False,126.93799999999999,2,56.3,35 mph,8.1,"LINESTRING (616052.845316067 4399756.108574838, 616018.2348009819 4399720.515453954, 616010.2841417152 4399713.512308169, 615962.9123802282 4399666.502905032)"
Neal Road,tertiary,False,14.196,2,56.3,35 mph,0.9,"LINESTRING (616156.2278549639 4399864.680628594, 616166.1444848648 4399874.844346476)"
Neal Road,tertiary,False,85.13,2,56.3,35 mph,5.4,"LINESTRING (616156.2278549639 4399864.680628594, 616138.4626004611 4399846.449421638, 616097.6829967314 4399802.858227835)"
Neal Road,tertiary,False,45.949999999999996,2,56.3,35 mph,2.9,"LINESTRING (615780.8420584979 4399440.945829635, 615766.5875619471 4399419.970895554, 615761.6204824507 4399414.012157721, 615755.0148674934 4399403.032998249)"
Neal Road,tertiary,False,124.026,2,56.3,35 mph,7.9,"LINESTRING (615780.8420584979 4399440.945829635, 615810.0430298629 4399482.462160028, 615818.0044680423 4399494.460969431, 615851.3428340536 4399542.922886315)"
Neal Road,tertiary,False,161.982,2,56.3,35 mph,10.4,"LINESTRING (615755.0148674934 4399403.032998249, 615740.7327181507 4399372.510318844, 615737.6119493673 4399363.470978167, 615735.2540330512 4399354.998217289, 615732.0183635645 4399336.520781975, 615729.3202471018 4399316.497225799, 615721.6715347243 4399246.186504482)"
Neal Road,tertiary,False,45.95,2,56.3,35 mph,2.9,"LINESTRING (615755.0148674934 4399403.032998249, 615761.6204824507 4399414.012157721, 615766.5875619471 4399419.970895554, 615780.8420584979 4399440.945829635)"
Neal Road,tertiary,False,88.079,2,56.3,35 mph,5.6,"LINESTRING (615851.3428340536 4399542.922886315, 615906.575320185 4399611.520731711)"
Neal Road,tertiary,False,124.02600000000001,2,56.3,35 mph,7.9,"LINESTRING (615851.3428340536 4399542.922886315, 615818.0044680423 4399494.460969431, 615810.0430298629 4399482.462160028, 615780.8420584979 4399440.945829635)"
Neal Road,tertiary,False,78.69999999999999,2,56.3,35 mph,5.0,"LINESTRING (615962.9123802282 4399666.502905032, 615938.6835512149 4399642.046485827, 615906.575320185 4399611.520731711)"
Neal Road,tertiary,False,126.93799999999999,2,56.3,35 mph,8.1,"LINESTRING (615962.9123802282 4399666.502905032, 616010.2841417152 4399713.512308169, 616018.2348009819 4399720.515453954, 616052.845316067 4399756.108574838)"
Neal Road,tertiary,False,88.079,2,56.3,35 mph,5.6,"LINESTRING (615906.575320185 4399611.520731711, 615851.3428340536 4399542.922886315)"
Neal Road,tertiary,False,78.69999999999999,2,56.3,35 mph,5.0,"LINESTRING (615906.575320185 4399611.520731711, 615938.6835512149 4399642.046485827, 615962.9123802282 4399666.502905032)"
Neal Road,tertiary,False,62.571,2,56.3,35 mph,4.0,"LINESTRING (615657.0906619729 4399086.616099562, 615630.2723941262 4399030.149184139)"
Neal Road,tertiary,False,33.501,2,56.3,35 mph,2.1,"LINESTRING (615657.0906619729 4399086.616099562, 615671.5588690764 4399116.797230478)"
Nunneley Road,tertiary,False,81.98,2,53.7,,5.5,"LINESTRING (621480.2768071471 4401627.045633201, 621398.1267570392 4401625.412448197)"
Nunneley Road,tertiary,False,161.483,2,53.7,,10.8,"LINESTRING (621480.2768071471 4401627.045633201, 621642.1206936983 4401628.499390201)"
Nunneley Road,tertiary,False,81.98,2,53.7,,5.5,"LINESTRING (621398.1267570392 4401625.412448197, 621480.2768071471 4401627.045633201)"
Nunneley Road,tertiary,False,132.50900000000001,2,53.7,,8.9,"LINESTRING (621398.1267570392 4401625.412448197, 621348.278691905 4401623.957852568, 621265.3383314465 4401623.534806584)"
Nunneley Road,tertiary,False,161.483,2,53.7,,10.8,"LINESTRING (621642.1206936983 4401628.499390201, 621480.2768071471 4401627.045633201)"
"['Oak Creek Drive', 'Nunneley Road']","['tertiary', 'residential']",False,228.14100000000002,2,53.7,,15.3,"LINESTRING (621642.1206936983 4401628.499390201, 621675.9524044076 4401629.479867262, 621673.989505023 4401823.511251424)"
Nunneley Road,tertiary,False,28.299,2,53.7,,1.9,"LINESTRING (620497.2247475241 4401612.544518651, 620468.8617995695 4401612.543251509)"
Nunneley Road,tertiary,False,100.87799999999999,2,53.7,,6.8,"LINESTRING (620497.2247475241 4401612.544518651, 620504.3369020439 4401612.545188153, 620515.4684616962 4401613.053067528, 620576.8099580344 4401613.794692911, 620598.3142737813 4401614.021618732)"
Nunneley Road,tertiary,False,18.208,2,53.7,,1.2,"LINESTRING (620598.3142737813 4401614.021618732, 620616.5614763475 4401614.308424715)"
Nunneley Road,tertiary,False,100.878,2,53.7,,6.8,"LINESTRING (620598.3142737813 4401614.021618732, 620576.8099580344 4401613.794692911, 620515.4684616962 4401613.053067528, 620504.3369020439 4401612.545188153, 620497.2247475241 4401612.544518651)"
Neal Road,tertiary,False,33.501,2,56.3,35 mph,2.1,"LINESTRING (615671.5588690764 4399116.797230478, 615657.0906619729 4399086.616099562)"
Neal Road,tertiary,False,139.863,2,56.3,35 mph,8.9,"LINESTRING (615671.5588690764 4399116.797230478, 615679.2153583199 4399132.010737775, 615684.8147409774 4399141.531448103, 615704.35581074 4399181.458569687, 615711.7755530493 4399200.998173915, 615716.2261014738 4399218.494755289, 615720.1323634272 4399237.981427088, 615721.6715347243 4399246.186504482)"
Neal Road,tertiary,False,139.863,2,56.3,35 mph,8.9,"LINESTRING (615721.6715347243 4399246.186504482, 615720.1323634272 4399237.981427088, 615716.2261014738 4399218.494755289, 615711.7755530493 4399200.998173915, 615704.35581074 4399181.458569687, 615684.8147409774 4399141.531448103, 615679.2153583199 4399132.010737775, 615671.5588690764 4399116.797230478)"
Neal Road,tertiary,False,161.982,2,56.3,35 mph,10.4,"LINESTRING (615721.6715347243 4399246.186504482, 615729.3202471018 4399316.497225799, 615732.0183635645 4399336.520781975, 615735.2540330512 4399354.998217289, 615737.6119493673 4399363.470978167, 615740.7327181507 4399372.510318844, 615755.0148674934 4399403.032998249)"
Nunneley Road,tertiary,False,63.528,2,53.7,,4.3,"LINESTRING (620158.6472958875 4401608.456368865, 620104.4058289146 4401608.495327841, 620094.9876094895 4401608.014860895)"
Nunneley Road,tertiary,False,117.90700000000001,2,53.7,,7.9,"LINESTRING (620158.6472958875 4401608.456368865, 620186.2374683039 4401608.555404685, 620211.0723707965 4401609.499525992, 620236.7008877026 4401609.012917344, 620276.7933163565 4401609.641249471)"
Nunneley Road,tertiary,False,26.336,2,53.7,,1.8,"LINESTRING (620094.9876094895 4401608.014860895, 620085.2267190934 4401607.529042827, 620068.603739243 4401607.490953303)"
Nunneley Road,tertiary,False,63.528,2,53.7,,4.3,"LINESTRING (620094.9876094895 4401608.014860895, 620104.4058289146 4401608.495327841, 620158.6472958875 4401608.456368865)"
Nunneley Road,tertiary,False,18.208,2,53.7,,1.2,"LINESTRING (620616.5614763475 4401614.308424715, 620598.3142737813 4401614.021618732)"
Nunneley Road,tertiary,False,81.638,2,53.7,,5.5,"LINESTRING (620616.5614763475 4401614.308424715, 620698.370563281 4401615.816855968)"
Neal Road,tertiary,False,74.989,2,56.3,35 mph,4.8,"LINESTRING (616216.7991433013 4399930.153327171, 616166.1444848648 4399874.844346476)"
Neal Road,tertiary,False,89.337,2,56.3,35 mph,5.7,"LINESTRING (616216.7991433013 4399930.153327171, 616250.3515154212 4399962.489720294, 616274.8353788953 4399986.951071583, 616280.401471457 4399992.919247817)"
Nunneley Road,tertiary,False,194.332,2,53.7,,13.0,"LINESTRING (621265.3383314465 4401623.534806584, 621244.6102603917 4401622.985218075, 621225.9224314555 4401623.46709324, 621206.2171139558 4401623.266824828, 621177.0009337129 4401623.027424465, 621158.8428941485 4401622.51865425, 621113.0001831484 4401622.461065471, 621070.599949013 4401621.458891179)"
Nunneley Road,tertiary,False,132.50900000000001,2,53.7,,8.9,"LINESTRING (621265.3383314465 4401623.534806584, 621348.278691905 4401623.957852568, 621398.1267570392 4401625.412448197)"
Nunneley Road,tertiary,False,69.35499999999999,2,53.7,,4.6,"LINESTRING (620068.603739243 4401607.490953303, 620049.5803326885 4401607.526363323, 620008.9808582073 4401606.447213219, 619999.1395042408 4401605.627190049)"
