name,highway,oneway,length,lanes,speed_kph,maxspeed,travel_time,geometry
Nunneley Road,tertiary,False,26.336,2,53.7,,1.8,"LINESTRING (620068.603739243 4401607.490953303, 620085.2267190934 4401607.529042827, 620094.9876094895 4401608.014860895)"
Nunneley Road,tertiary,False,128.008,2,53.7,,8.6,"LINESTRING (619999.1395042408 4401605.627190049, 619996.7425483105 4401605.478686823, 619979.5112207354 4401605.986370793, 619941.5743761947 4401604.505135884, 619909.0120329878 4401604.55131668, 619870.8969104281 4401603.511720678)"
Nunneley Road,tertiary,False,69.355,2,53.7,,4.6,"LINESTRING (619999.1395042408 4401605.627190049, 620008.9808582073 4401606.447213219, 620049.5803326885 4401607.526363323, 620068.603739243 4401607.490953303)"
Nunneley Road,tertiary,False,80.447,2,53.7,,5.4,"LINESTRING (619870.8969104281 4401603.511720678, 619790.2993435506 4401601.253897984)"
Nunneley Road,tertiary,False,128.008,2,53.7,,8.6,"LINESTRING (619870.8969104281 4401603.511720678, 619909.0120329878 4401604.55131668, 619941.5743761947 4401604.505135884, 619979.5112207354 4401605.986370793, 619996.7425483105 4401605.478686823, 619999.1395042408 4401605.627190049)"
Pearson Road,secondary,False,87.725,4,48.3,30 mph,6.5,"LINESTRING (617731.7594952265 4401225.461431875, 617714.9344294169 4401232.974556436, 617669.6541479588 4401252.041239239, 617650.7731048528 4401259.522975598)"
Pearson Road,secondary,False,116.80099999999999,4,48.3,30 mph,8.7,"LINESTRING (617731.7594952265 4401225.461431875, 617821.0324495898 4401187.531302788, 617839.571160509 4401180.044716499)"
Neal Road,tertiary,False,14.196,2,56.3,35 mph,0.9,"LINESTRING (616166.1444848648 4399874.844346476, 616156.2278549639 4399864.680628594)"
Neal Road,tertiary,False,74.989,2,56.3,35 mph,4.8,"LINESTRING (616166.1444848648 4399874.844346476, 616216.7991433013 4399930.153327171)"
Neal Road,tertiary,False,89.33699999999999,2,56.3,35 mph,5.7,"LINESTRING (616280.401471457 4399992.919247817, 616274.8353788953 4399986.951071583, 616250.3515154212 4399962.489720294, 616216.7991433013 4399930.153327171)"
Neal Road,tertiary,False,111.28399999999999,2,56.3,35 mph,7.1,"LINESTRING (616280.401471457 4399992.919247817, 616290.0971685986 4400003.501656344, 616296.3487126873 4400009.480228099, 616312.8805402345 4400027.049249788, 616342.8594460518 4400056.478818111, 616356.8962523807 4400069.014388571, 616359.1727051673 4400071.491255766)"
Neal Road,tertiary,False,111.284,2,56.3,35 mph,7.1,"LINESTRING (616359.1727051673 4400071.491255766, 616356.8962523807 4400069.014388571, 616342.8594460518 4400056.478818111, 616312.8805402345 4400027.049249788, 616296.3487126873 4400009.480228099, 616290.0971685986 4400003.501656344, 616280.401471457 4399992.919247817)"
Neal Road,tertiary,False,155.192,2,56.3,35 mph,9.9,"LINESTRING (616359.1727051673 4400071.491255766, 616409.6340501773 4400123.545909218, 616433.9455192439 4400148.005197569, 616452.3482795386 4400166.491055504, 616467.0952275711 4400183.03421418)"
Neal Road,tertiary,False,34.748,2,56.3,35 mph,2.2,"LINESTRING (616467.0952275711 4400183.03421418, 616491.2177997261 4400208.057018843)"
Neal Road,tertiary,False,155.192,2,56.3,35 mph,9.9,"LINESTRING (616467.0952275711 4400183.03421418, 616452.3482795386 4400166.491055504, 616433.9455192439 4400148.005197569, 616409.6340501773 4400123.545909218, 616359.1727051673 4400071.491255766)"
Neal Road,tertiary,False,34.748,2,56.3,35 mph,2.2,"LINESTRING (616491.2177997261 4400208.057018843, 616467.0952275711 4400183.03421418)"
Neal Road,tertiary,False,48.607,2,56.3,35 mph,3.1,"LINESTRING (616491.2177997261 4400208.057018843, 616507.0888708481 4400224.495201534, 616524.6804676141 4400243.324190719)"
Neal Road,tertiary,False,45.085,2,56.3,35 mph,2.9,"LINESTRING (616524.6804676141 4400243.324190719, 616556.8006496695 4400274.985299211)"
Neal Road,tertiary,False,48.607,2,56.3,35 mph,3.1,"LINESTRING (616524.6804676141 4400243.324190719, 616507.0888708481 4400224.495201534, 616491.2177997261 4400208.057018843)"
Nunneley Road,tertiary,False,77.22,2,53.7,,5.2,"LINESTRING (620775.7319230194 4401616.812075652, 620752.0859104878 4401616.550949074, 620725.539423703 4401615.467126708, 620710.1926952356 4401616.002823214, 620698.370563281 4401615.816855968)"
Nunneley Road,tertiary,False,95.001,2,53.7,,6.4,"LINESTRING (620775.7319230194 4401616.812075652, 620823.5362098336 4401617.453632705, 620833.12399386 4401618.048684747, 620855.6615738109 4401617.959545245, 620863.9643417472 4401618.534396797, 620870.9051685011 4401618.532707364)"
Nunneley Road,tertiary,False,81.638,2,53.7,,5.5,"LINESTRING (620698.370563281 4401615.816855968, 620616.5614763475 4401614.308424715)"
Nunneley Road,tertiary,False,77.22,2,53.7,,5.2,"LINESTRING (620698.370563281 4401615.816855968, 620710.1926952356 4401616.002823214, 620725.539423703 4401615.467126708, 620752.0859104878 4401616.550949074, 620775.7319230194 4401616.812075652)"
Nunneley Road,tertiary,False,95.001,2,53.7,,6.4,"LINESTRING (620870.9051685011 4401618.532707364, 620863.9643417472 4401618.534396797, 620855.6615738109 4401617.959545245, 620833.12399386 4401618.048684747, 620823.5362098336 4401617.453632705, 620775.7319230194 4401616.812075652)"
Nunneley Road,tertiary,False,199.29000000000002,2,53.7,,13.4,"LINESTRING (620870.9051685011 4401618.532707364, 620920.4263104849 4401618.979874016, 620979.5352363004 4401620.022595574, 620995.1144970905 4401621.045374355, 621031.7907516122 4401620.957669904, 621070.599949013 4401621.458891179)"
Nunneley Road,tertiary,False,199.29000000000002,2,53.7,,13.4,"LINESTRING (621070.599949013 4401621.458891179, 621031.7907516122 4401620.957669904, 620995.1144970905 4401621.045374355, 620979.5352363004 4401620.022595574, 620920.4263104849 4401618.979874016, 620870.9051685011 4401618.532707364)"
Nunneley Road,tertiary,False,194.332,2,53.7,,13.0,"LINESTRING (621070.599949013 4401621.458891179, 621113.0001831484 4401622.461065471, 621158.8428941485 4401622.51865425, 621177.0009337129 4401623.027424465, 621206.2171139558 4401623.266824828, 621225.9224314555 4401623.46709324, 621244.6102603917 4401622.985218075, 621265.3383314465 4401623.534806584)"
Nunneley Road,tertiary,False,485.334,2,53.7,,32.5,"LINESTRING (618949.8823535854 4401584.405337807, 618871.4092088561 4401582.745199991, 618780.094841765 4401580.864874575, 618744.3012527109 4401579.866816936, 618723.4720417586 4401579.766551754, 618710.7946216461 4401579.481600565, 618649.706812378 4401578.980856001, 618582.2076724628 4401577.493371765, 618484.8893784472 4401575.990056185, 618467.0962403447 4401574.05006262, 618464.0361987539 4401572.448568845)"
Nunneley Road,tertiary,False,115.89599999999999,2,53.7,,7.8,"LINESTRING (618949.8823535854 4401584.405337807, 618999.8701800938 4401585.679978668, 619027.647856019 4401586.388356674, 619066.0046092159 4401587.316491003)"
"['Oak Creek Drive', 'Nunneley Road']","['tertiary', 'residential']",False,228.14100000000002,2,53.7,,15.3,"LINESTRING (621673.989505023 4401823.511251424, 621675.9524044076 4401629.479867262, 621642.1206936983 4401628.499390201)"
Nunneley Road,tertiary,False,485.33399999999995,2,53.7,,32.5,"LINESTRING (618464.0361987539 4401572.448568845, 618467.0962403447 4401574.05006262, 618484.8893784472 4401575.990056185, 618582.2076724628 4401577.493371765, 618649.706812378 4401578.980856001, 618710.7946216461 4401579.481600565, 618723.4720417586 4401579.766551754, 618744.3012527109 4401579.866816936, 618780.094841765 4401580.864874575, 618871.4092088561 4401582.745199991, 618949.8823535854 4401584.405337807)"
